,Touches,Take-Ons,Carries,Receiving,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
135,Jhon Durán,co COL,FW,Aston Villa,21-044,2003,6.8,251,12,35,104,117,45,251,13,3,23.1,8,61.5,124,511,263,7,7,2,15,14,180,39,Matches,,,,,,
136,Ederson,br BRA,GK,Manchester City,31-162,1993,15.0,593,407,584,9,0,0,593,0,0,,0,,383,1666,1018,0,0,0,1,0,386,0,Matches,,,,,,
137,George Edmundson,eng ENG,DF,Ipswich Town,27-148,1997,0.0,3,1,3,0,0,0,3,0,0,,0,,1,2,0,0,0,0,0,0,1,0,Matches,,,,,,
138,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,27-010,1998,1.3,45,1,4,23,18,8,45,1,0,0.0,1,100.0,23,107,50,2,1,2,4,1,26,7,Matches,,,,,,
139,Odsonne Édouard,fr FRA,FW,Leicester City,27-010,1998,0.3,20,1,2,7,11,6,20,2,1,50.0,1,50.0,11,25,2,0,0,1,7,2,13,2,Matches,,,,,,
140,Samuel Edozie,eng ENG,"DF,FW",Southampton,21-364,2003,0.7,43,0,0,7,36,10,43,4,2,50.0,2,50.0,34,336,197,6,2,4,4,0,39,23,Matches,,,,,,
141,Ronnie Edwards,eng ENG,DF,Southampton,21-304,2003,0.1,6,3,4,2,0,0,6,0,0,,0,,3,10,0,0,0,0,0,0,5,0,Matches,,,,,,
142,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,22-274,2002,15.2,615,25,97,171,356,59,615,45,11,24.4,19,42.2,322,2384,1310,49,26,23,42,24,396,105,Matches,,,,,,
143,Harvey Elliott,eng ENG,"MF,FW",Liverpool,21-297,2003,0.9,110,1,11,37,62,5,110,2,0,0.0,2,100.0,63,307,154,3,2,2,1,1,78,8,Matches,,,,,,
144,Yunus Emre Konak,tr TUR,"MF,FW",Brentford,19-016,2006,0.2,23,0,5,10,8,0,23,1,0,0.0,1,100.0,9,51,34,1,0,1,2,3,13,1,Matches,,,,,,
145,Julio Enciso,py PAR,MF,Ipswich Town,21-003,2004,0.1,8,0,1,4,3,0,8,0,0,,0,,2,12,0,0,0,0,0,0,5,1,Matches,,,,,,
146,Julio Enciso,py PAR,"MF,FW",Brighton,21-003,2004,3.3,202,2,17,72,116,20,202,21,10,47.6,8,38.1,114,678,386,11,10,4,7,9,141,17,Matches,,,,,,
147,Wataru Endo,jp JPN,MF,Liverpool,31-352,1993,0.9,70,2,11,44,16,2,70,1,1,100.0,0,0.0,37,144,44,0,0,1,3,1,48,1,Matches,,,,,,
148,Christian Eriksen,dk DEN,MF,Manchester Utd,32-347,1992,7.0,488,17,102,251,139,9,488,1,0,0.0,1,100.0,267,929,362,5,6,0,3,3,320,19,Matches,,,,,,
149,Pervis Estupiñán,ec ECU,DF,Brighton,27-005,1998,15.7,1139,47,278,568,305,19,1139,21,10,47.6,10,47.6,611,3025,1651,39,29,7,21,20,698,76,Matches,,,,,,
150,Evanilson,br BRA,FW,Bournemouth,25-112,1999,15.2,336,13,23,131,184,79,335,19,6,31.6,7,36.8,206,1087,503,19,10,11,28,18,244,61,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
151,Jonny Evans,nir NIR,DF,Manchester Utd,37-023,1988,3.2,223,30,125,91,11,2,223,1,1,100.0,0,0.0,128,498,183,1,0,0,1,0,137,2,Matches,,,,,,
152,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26-211,1998,16.6,884,10,117,422,368,59,884,80,35,43.8,42,52.5,536,3111,1424,44,25,16,27,29,597,99,Matches,,,,,,
153,Łukasz Fabiański,pl POL,GK,West Ham,39-283,1985,11.9,488,382,483,5,0,0,488,2,2,100.0,0,0.0,258,1371,845,0,0,0,0,0,227,0,Matches,,,,,,
154,Wout Faes,be BEL,DF,Leicester City,26-298,1998,16.3,999,175,480,483,40,15,999,4,3,75.0,1,25.0,572,2759,1689,8,8,1,10,3,651,1,Matches,,,,,,
155,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,20-324,2004,6.4,326,19,73,114,157,26,326,69,29,42.0,28,40.6,217,1869,1055,42,24,15,18,12,216,60,Matches,,,,,,
156,João Félix,pt POR,"FW,MF",Chelsea,25-077,1999,4.1,271,2,26,128,124,29,271,31,10,32.3,14,45.2,192,1240,710,21,13,5,6,4,217,29,Matches,,,,,,
157,Evan Ferguson,ie IRL,FW,Brighton,20-099,2004,2.5,75,7,12,42,21,8,75,1,1,100.0,0,0.0,35,144,41,2,1,1,3,6,45,8,Matches,,,,,,
158,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,30-140,1994,19.4,1417,30,193,672,567,56,1414,41,16,39.0,20,48.8,833,3957,2093,46,37,8,27,23,1027,94,Matches,,,,,,
159,Mateus Fernandes,pt POR,MF,Southampton,20-200,2004,18.3,1043,42,214,511,338,37,1043,66,30,45.5,31,47.0,531,3311,1749,51,40,8,31,20,657,61,Matches,,,,,,
160,Enzo Fernández,ar ARG,MF,Chelsea,24-009,2001,17.8,1282,21,211,650,424,44,1282,28,15,53.6,8,28.6,669,2748,1314,26,25,3,16,20,940,64,Matches,,,,,,
161,Mark Flekken,nl NED,GK,Brentford,31-227,1993,21.4,1133,884,1099,39,0,0,1133,1,1,100.0,0,0.0,711,3567,1967,0,0,0,2,0,657,0,Matches,,,,,,
162,Phil Foden,eng ENG,"MF,FW",Manchester City,24-243,2000,14.4,843,12,63,290,497,70,843,29,10,34.5,14,48.3,521,2659,1287,33,20,11,26,21,650,97,Matches,,,,,,
163,Wesley Fofana,fr FRA,DF,Chelsea,24-040,2000,11.3,821,76,341,451,43,9,821,13,7,53.8,3,23.1,502,2681,1353,14,10,1,15,4,581,4,Matches,,,,,,
164,Carlos Forbs,pt POR,"MF,FW",Wolves,20-313,2004,2.6,117,3,20,38,60,13,117,12,7,58.3,5,41.7,72,435,297,9,3,8,7,4,82,28,Matches,,,,,,
165,Fraser Forster,eng ENG,GK,Tottenham,36-315,1988,7.0,228,212,228,0,0,0,228,1,1,100.0,0,0.0,113,501,264,0,0,0,1,0,94,0,Matches,,,,,,
166,Ryan Fraser,sct SCO,"FW,DF",Southampton,30-337,1994,3.4,131,12,45,50,37,3,131,3,2,66.7,1,33.3,74,492,252,10,5,2,4,2,94,18,Matches,,,,,,
167,Niclas Füllkrug,de GER,FW,West Ham,31-352,1993,4.1,111,7,8,60,43,20,111,3,0,0.0,3,100.0,40,146,74,3,2,2,10,2,78,8,Matches,,,,,,
168,Cody Gakpo,nl NED,FW,Liverpool,25-264,1999,13.7,603,18,54,171,391,72,603,41,24,58.5,13,31.7,411,2852,1422,36,21,17,25,13,461,195,Matches,,,,,,
169,Idrissa Gana Gueye,sn SEN,MF,Everton,35-122,1989,18.5,990,45,238,565,192,14,990,23,11,47.8,11,47.8,459,2179,970,15,18,3,18,23,583,13,Matches,,,,,,
170,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,20-209,2004,12.8,609,8,72,212,335,85,609,50,13,26.0,32,64.0,429,3176,1528,74,37,36,32,27,466,149,Matches,,,,,,
171,James Garner,eng ENG,"DF,MF",Everton,23-319,2001,3.0,136,13,47,63,27,1,136,6,3,50.0,3,50.0,56,207,68,1,1,0,2,1,63,4,Matches,,,,,,
172,Tyrique George,eng ENG,FW,Chelsea,18-357,2006,0.1,4,0,1,1,2,0,4,0,0,,0,,3,29,11,1,0,0,0,0,4,0,Matches,,,,,,
173,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,24-365,2000,16.7,904,19,108,430,381,60,904,53,22,41.5,24,45.3,518,2886,1521,43,30,8,36,27,690,76,Matches,,,,,,
174,Billy Gilmour,sct SCO,MF,Brighton,23-229,2001,1.1,73,2,14,46,13,0,73,2,1,50.0,1,50.0,44,210,117,2,0,0,0,0,58,2,Matches,,,,,,
175,Ben Godfrey,eng ENG,DF,Ipswich Town,27-011,1998,0.7,49,2,19,24,6,1,49,0,0,,0,,29,170,53,1,2,0,2,1,34,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
176,Martial Godo,eng ENG,FW,Fulham,21-318,2003,0.2,11,0,1,4,6,3,11,2,0,0.0,2,100.0,8,48,18,0,0,0,0,0,6,3,Matches,,,,,,
177,João Gomes,br BRA,MF,Wolves,23-349,2001,20.6,1192,47,278,660,267,19,1192,27,14,51.9,10,37.0,608,3664,1797,35,31,4,23,32,771,43,Matches,,,,,,
178,Rodrigo Gomes,pt POR,"DF,FW",Wolves,21-203,2003,6.1,288,19,67,102,122,22,288,10,3,30.0,5,50.0,145,980,586,17,11,7,13,6,171,56,Matches,,,,,,
179,Toti Gomes,pt POR,DF,Wolves,26-010,1999,14.0,926,128,473,417,48,8,926,16,11,68.8,3,18.8,515,2600,1351,5,9,0,12,8,615,7,Matches,,,,,,
180,Diego Gómez,py PAR,MF,Brighton,21-305,2003,0.0,2,0,1,0,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,,,,,,
181,Joe Gomez,eng ENG,DF,Liverpool,27-248,1997,5.8,481,54,183,264,37,5,481,0,0,,0,,303,1638,947,5,2,1,1,2,335,2,Matches,,,,,,
182,Anthony Gordon,eng ENG,FW,Newcastle Utd,23-337,2001,19.6,928,15,101,338,506,105,926,82,33,40.2,34,41.5,617,4461,2396,90,44,45,22,29,655,164,Matches,,,,,,
183,Ryan Gravenberch,nl NED,MF,Liverpool,22-255,2002,21.1,1452,65,287,852,331,17,1452,42,21,50.0,14,33.3,890,4614,2408,43,48,5,29,12,1053,34,Matches,,,,,,
184,Archie Gray,eng ENG,DF,Tottenham,18-320,2006,8.7,703,96,359,314,36,0,703,6,3,50.0,2,33.3,478,2128,871,1,3,0,3,4,523,4,Matches,,,,,,
185,Jack Grealish,eng ENG,"FW,MF",Manchester City,29-138,1995,6.8,438,12,34,132,276,65,438,25,13,52.0,8,32.0,323,2560,1591,66,18,45,8,12,358,111,Matches,,,,,,
186,Jacob Greaves,eng ENG,DF,Ipswich Town,24-136,2000,13.0,721,161,413,277,32,12,721,2,1,50.0,1,50.0,327,1179,484,2,1,0,6,2,445,4,Matches,,,,,,
187,Brajan Gruda,de GER,"FW,MF",Brighton,20-240,2004,4.1,192,4,26,64,103,22,192,17,6,35.3,7,41.2,113,798,397,14,16,8,6,16,125,39,Matches,,,,,,
188,Gonçalo Guedes,pt POR,"MF,FW",Wolves,28-058,1996,6.9,323,3,36,140,159,21,323,19,5,26.3,11,57.9,193,1461,721,25,17,2,32,13,218,46,Matches,,,,,,
189,Marc Guéhi,eng ENG,DF,Crystal Palace,24-197,2000,21.0,1366,219,745,559,71,16,1366,11,9,81.8,2,18.2,743,3695,1898,9,11,1,13,10,849,3,Matches,,,,,,
190,Luis Guilherme,br BRA,"MF,FW",West Ham,18-352,2006,0.6,31,3,9,9,13,1,31,3,0,0.0,1,33.3,12,73,20,0,1,0,1,0,19,4,Matches,,,,,,
191,Bruno Guimarães,br BRA,MF,Newcastle Utd,27-071,1997,22.2,1397,49,302,735,374,37,1397,54,23,42.6,17,31.5,951,5151,2171,31,28,5,34,60,1054,53,Matches,,,,,,
192,Marc Guiu,es ESP,FW,Chelsea,19-022,2006,0.4,9,0,1,3,5,0,9,1,0,0.0,1,100.0,3,3,1,0,0,0,0,0,4,1,Matches,,,,,,
193,İlkay Gündoğan,de GER,MF,Manchester City,34-094,1990,14.9,1186,28,181,566,456,43,1186,23,13,56.5,6,26.1,700,3931,1851,37,37,7,17,16,929,59,Matches,,,,,,
194,Malo Gusto,fr FRA,DF,Chelsea,21-252,2003,14.1,1074,33,272,513,298,33,1074,10,3,30.0,7,70.0,572,2706,1373,31,25,3,8,11,716,62,Matches,,,,,,
195,Joško Gvardiol,hr CRO,DF,Manchester City,23-003,2002,21.5,1820,74,414,839,583,68,1820,29,18,62.1,9,31.0,1165,6082,3446,57,71,13,16,12,1340,74,Matches,,,,,,
196,Erling Haaland,no NOR,FW,Manchester City,24-189,2000,22.6,483,20,34,154,298,149,481,25,10,40.0,13,52.0,229,1145,439,16,13,15,36,19,369,93,Matches,,,,,,
197,Lewis Hall,eng ENG,DF,Newcastle Utd,20-140,2004,20.4,1555,78,539,670,363,44,1555,16,8,50.0,6,37.5,858,3955,2146,37,22,11,28,17,958,68,Matches,,,,,,
198,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,22-331,2002,1.5,53,2,6,20,30,9,53,7,4,57.1,3,42.9,29,187,111,4,3,4,7,4,36,14,Matches,,,,,,
199,Marcus Harness,eng ENG,MF,Ipswich Town,28-337,1996,0.5,22,4,7,2,13,3,22,1,0,0.0,1,100.0,9,49,14,0,0,0,0,0,9,1,Matches,,,,,,
200,Jack Harrison,eng ENG,FW,Everton,28-067,1996,11.1,424,19,85,145,197,38,424,38,11,28.9,23,60.5,245,1307,641,24,10,8,26,26,293,59,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
201,Taylor Harwood-Bellis,eng ENG,DF,Southampton,22-362,2002,20.6,1734,235,813,799,128,28,1734,2,2,100.0,0,0.0,983,4359,2545,19,21,0,10,5,1272,7,Matches,,,,,,
202,Kai Havertz,de GER,"FW,MF",Arsenal,25-229,1999,19.4,733,30,84,267,387,99,733,38,9,23.7,24,63.2,388,1852,864,30,21,16,42,22,548,103,Matches,,,,,,
203,Jan Paul van Hecke,nl NED,DF,Brighton,24-232,2000,19.9,1653,165,698,844,123,21,1653,8,3,37.5,4,50.0,1111,6775,4640,34,34,0,9,4,1188,5,Matches,,,,,,
204,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,29-000,1996,6.8,243,9,38,93,114,22,243,11,1,9.1,10,90.9,138,873,414,14,5,7,12,7,158,37,Matches,,,,,,
205,Dean Henderson,eng ENG,GK,Crystal Palace,27-320,1997,22.0,776,630,774,1,1,1,776,0,0,,0,,454,2677,1206,0,0,0,1,0,351,0,Matches,,,,,,
206,Rico Henry,eng ENG,DF,Brentford,27-202,1997,0.0,6,0,4,1,1,0,6,0,0,,0,,2,5,0,0,0,0,0,0,2,1,Matches,,,,,,
207,Mads Hermansen,dk DEN,GK,Leicester City,24-199,2000,15.5,644,487,619,26,0,0,644,1,1,100.0,0,0.0,413,2064,1073,0,0,0,0,0,329,0,Matches,,,,,,
208,Son Heung-min,kr KOR,FW,Tottenham,32-202,1992,15.6,763,9,71,237,462,83,762,54,22,40.7,26,48.1,508,3079,1614,63,34,26,20,20,597,179,Matches,,,,,,
209,James Hill,eng ENG,"DF,MF",Bournemouth,23-016,2002,2.0,116,7,29,60,27,0,116,2,1,50.0,1,50.0,53,140,75,0,2,0,2,0,59,5,Matches,,,,,,
210,Jack Hinshelwood,eng ENG,"MF,DF",Brighton,19-290,2005,9.5,585,27,173,278,139,12,585,6,1,16.7,5,83.3,277,1170,573,10,6,1,11,1,381,28,Matches,,,,,,
211,George Hirst,eng ENG,FW,Ipswich Town,25-346,1999,2.4,76,4,11,23,42,11,76,1,0,0.0,1,100.0,42,218,66,3,1,3,10,7,67,15,Matches,,,,,,
212,Mason Holgate,eng ENG,"FW,DF",Everton,28-096,1996,0.1,3,0,0,2,1,0,3,0,0,,0,,1,0,0,0,0,0,1,0,1,0,Matches,,,,,,
213,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,24-080,2000,16.9,725,10,76,231,435,52,725,46,27,58.7,13,28.3,453,3718,2448,92,45,32,33,19,555,133,Matches,,,,,,
214,Will Hughes,eng ENG,MF,Crystal Palace,29-284,1995,13.8,733,23,148,395,198,11,733,9,2,22.2,5,55.6,341,1846,812,16,16,1,16,14,419,19,Matches,,,,,,
215,Dean Huijsen,es ESP,DF,Bournemouth,19-287,2005,12.8,880,122,411,423,54,20,880,2,1,50.0,1,50.0,480,2871,1864,21,8,1,4,0,532,3,Matches,,,,,,
216,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,21-088,2003,19.7,812,11,130,345,352,59,812,94,38,40.4,42,44.7,503,3865,1799,53,30,25,55,46,578,90,Matches,,,,,,
217,Rasmus Højlund,dk DEN,FW,Manchester Utd,21-357,2003,11.5,274,3,15,136,127,30,274,20,6,30.0,13,65.0,166,855,352,17,9,8,39,15,215,48,Matches,,,,,,
218,Igor,br BRA,DF,Brighton,26-354,1998,10.0,764,109,377,353,38,1,764,4,3,75.0,1,25.0,497,2837,1782,9,14,0,1,0,568,0,Matches,,,,,,
219,Danny Ings,eng ENG,FW,West Ham,32-187,1992,2.7,118,2,13,45,60,23,118,5,3,60.0,2,40.0,50,293,114,6,0,2,5,6,84,22,Matches,,,,,,
220,Tim Iroegbunam,eng ENG,MF,Everton,21-210,2003,4.3,158,9,43,79,41,11,158,12,5,41.7,5,41.7,80,470,232,5,7,2,6,9,72,7,Matches,,,,,,
221,Andy Irving,sct SCO,MF,West Ham,24-258,2000,1.0,103,2,22,69,12,0,103,0,0,,0,,57,209,97,0,1,0,1,3,78,1,Matches,,,,,,
222,Alexander Isak,se SWE,FW,Newcastle Utd,25-127,1999,19.0,675,13,38,253,393,122,674,68,33,48.5,34,50.0,414,2498,1301,58,29,32,43,34,474,135,Matches,,,,,,
223,Alex Iwobi,ng NGA,"FW,MF",Fulham,28-268,1996,20.5,1154,23,158,456,559,75,1154,60,33,55.0,24,40.0,832,4917,2714,87,70,24,40,27,916,154,Matches,,,,,,
224,Nicolas Jackson,sn SEN,FW,Chelsea,23-220,2001,18.7,532,19,41,223,276,113,532,50,17,34.0,25,50.0,311,1983,1074,40,20,26,51,30,385,91,Matches,,,,,,
225,Reece James,eng ENG,DF,Chelsea,25-049,1999,4.7,404,18,133,209,64,2,404,8,5,62.5,2,25.0,197,759,333,0,0,0,4,1,240,2,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
226,Vitaly Janelt,de GER,MF,Brentford,26-261,1998,17.4,907,86,307,409,199,21,907,11,3,27.3,6,54.5,482,2245,914,10,13,1,14,10,587,27,Matches,,,,,,
227,Vitezslav Jaros,cz CZE,GK,Liverpool,23-187,2001,0.1,8,5,8,0,0,0,8,0,0,,0,,7,29,8,0,0,0,0,0,5,0,Matches,,,,,,
228,Daniel Jebbison,eng ENG,"FW,MF",Bournemouth,21-166,2003,0.5,26,2,3,9,14,5,26,3,2,66.7,1,33.3,18,121,70,2,1,2,3,2,22,6,Matches,,,,,,
229,Mathias Jensen,dk DEN,MF,Brentford,29-025,1996,7.1,394,18,90,165,140,6,394,11,6,54.5,3,27.3,221,954,469,5,7,0,5,6,249,20,Matches,,,,,,
230,Gabriel Jesus,br BRA,FW,Arsenal,27-298,1997,6.8,299,9,28,108,165,48,299,22,9,40.9,10,45.5,179,953,432,15,6,11,13,13,217,57,Matches,,,,,,
231,Raúl Jiménez,mx MEX,FW,Fulham,33-266,1991,15.4,540,16,58,237,252,96,537,28,10,35.7,15,53.6,298,1290,560,19,9,8,37,24,394,65,Matches,,,,,,
232,Kim Jisoo,kr KOR,DF,Brentford,20-033,2004,0.3,29,1,14,12,3,0,29,0,0,,0,,15,57,22,0,0,0,0,1,22,0,Matches,,,,,,
233,João Pedro,br BRA,"FW,MF",Brighton,23-122,2001,14.4,608,8,39,252,325,81,607,50,20,40.0,25,50.0,414,2632,1235,47,26,23,47,25,494,93,Matches,,,,,,
234,Joelinton,br BRA,"MF,FW",Newcastle Utd,28-165,1996,20.6,1071,55,205,520,355,69,1071,40,12,30.0,25,62.5,584,2906,1396,32,18,7,31,44,729,94,Matches,,,,,,
235,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25-002,2000,9.2,406,37,166,144,98,6,406,17,7,41.2,8,47.1,173,948,378,10,9,2,14,9,194,18,Matches,,,,,,
236,Brennan Johnson,wls WAL,FW,Tottenham,23-248,2001,16.6,606,10,56,188,369,100,606,28,14,50.0,11,39.3,371,2051,1048,46,14,27,18,9,437,153,Matches,,,,,,
237,Sam Johnstone,eng ENG,GK,Wolves,31-307,1993,7.0,306,229,304,2,0,0,306,0,0,,0,,196,1221,756,0,0,0,0,0,179,0,Matches,,,,,,
238,Curtis Jones,eng ENG,MF,Liverpool,23-362,2001,10.0,660,15,94,355,215,35,660,12,8,66.7,3,25.0,408,1928,850,11,8,3,15,25,518,48,Matches,,,,,,
239,Jorginho,it ITA,MF,Arsenal,33-037,1991,5.1,338,5,67,202,73,1,338,2,1,50.0,0,0.0,195,990,572,8,7,0,8,7,249,2,Matches,,,,,,
240,Diogo Jota,pt POR,FW,Liverpool,28-053,1996,7.0,273,4,22,109,148,53,273,21,8,38.1,12,57.1,147,993,498,24,17,13,22,13,191,54,Matches,,,,,,
241,James Justin,eng ENG,DF,Leicester City,26-338,1998,20.1,1207,96,440,518,254,29,1207,22,5,22.7,10,45.5,531,2195,1063,27,16,3,21,8,664,56,Matches,,,,,,
242,Filip Jørgensen,dk DEN,GK,Chelsea,22-285,2002,2.0,55,47,55,0,0,0,55,0,0,,0,,38,172,110,0,0,0,0,0,35,0,Matches,,,,,,
243,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25-111,1999,4.3,231,13,71,91,72,9,231,7,3,42.9,3,42.9,124,479,183,1,0,0,6,2,144,27,Matches,,,,,,
244,Daichi Kamada,jp JPN,MF,Crystal Palace,28-174,1996,9.6,529,13,99,288,145,17,529,7,4,57.1,3,42.9,264,1310,655,16,11,3,8,14,339,35,Matches,,,,,,
245,Boubacar Kamara,fr FRA,MF,Aston Villa,25-064,1999,9.5,550,43,158,324,72,5,550,13,5,38.5,5,38.5,275,1328,618,10,6,1,5,7,366,2,Matches,,,,,,
246,Michael Keane,eng ENG,DF,Everton,32-015,1993,9.0,409,78,226,167,18,14,409,1,0,0.0,1,100.0,187,736,234,1,1,0,0,2,236,3,Matches,,,,,,
247,Caoimhín Kelleher,ie IRL,GK,Liverpool,26-064,1998,8.0,309,230,308,1,0,0,309,1,1,100.0,0,0.0,232,851,453,0,0,0,1,0,209,0,Matches,,,,,,
248,Lloyd Kelly,eng ENG,DF,Newcastle Utd,26-112,1998,3.3,203,26,103,90,13,2,203,3,2,66.7,1,33.3,116,465,201,0,1,0,3,2,121,2,Matches,,,,,,
249,Milos Kerkez,hu HUN,DF,Bournemouth,21-080,2003,22.2,1193,71,299,501,405,35,1193,25,12,48.0,7,28.0,600,3380,2009,54,34,8,29,11,641,107,Matches,,,,,,
250,Bilal El Khannouss,ma MAR,MF,Leicester City,20-261,2004,10.3,572,5,70,316,191,12,572,24,16,66.7,8,33.3,329,1797,812,23,16,3,16,14,379,32,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
251,Abdukodir Khusanov,uz UZB,DF,Manchester City,20-332,2004,0.6,51,7,32,18,1,0,51,1,0,0.0,1,100.0,38,158,39,0,0,0,0,0,42,0,Matches,,,,,,
252,Max Kilman,eng ENG,DF,West Ham,27-248,1997,21.2,1347,262,747,552,59,18,1347,15,10,66.7,1,6.7,718,3170,1864,20,5,1,9,1,893,3,Matches,,,,,,
253,Joshua King,eng ENG,"MF,FW",Fulham,18-023,2007,0.9,54,2,8,19,28,7,54,7,4,57.1,3,42.9,22,176,70,1,3,0,1,3,36,9,Matches,,,,,,
254,Antonín Kinský,cz CZE,GK,Tottenham,21-319,2003,2.0,89,81,89,0,0,0,89,0,0,,0,,45,188,98,0,0,0,0,0,53,0,Matches,,,,,,
255,Jakub Kiwior,pl POL,DF,Arsenal,24-346,2000,3.6,202,31,91,103,8,0,202,2,1,50.0,1,50.0,94,333,153,1,0,0,0,0,138,0,Matches,,,,,,
256,Justin Kluivert,nl NED,"MF,FW",Bournemouth,25-266,1999,16.0,623,18,69,203,368,89,617,45,16,35.6,23,51.1,357,2366,1336,46,33,26,33,15,394,98,Matches,,,,,,
257,Ibrahima Konaté,fr FRA,DF,Liverpool,25-246,1999,14.5,1167,117,472,612,87,13,1167,2,1,50.0,1,50.0,701,3300,1934,16,8,0,4,1,832,1,Matches,,,,,,
258,Ezri Konsa,eng ENG,DF,Aston Villa,27-095,1997,19.1,1138,122,523,533,87,14,1138,13,7,53.8,5,38.5,663,3358,1635,13,8,2,10,5,791,11,Matches,,,,,,
259,Mateo Kovačić,hr CRO,MF,Manchester City,30-265,1994,16.2,1399,30,190,779,447,14,1399,30,17,56.7,9,30.0,936,5456,2601,43,50,3,13,18,1140,14,Matches,,,,,,
260,Caleb Kporha,eng ENG,DF,Crystal Palace,18-195,2006,0.1,11,1,4,2,5,0,11,0,0,,0,,4,46,36,1,1,0,0,2,3,0,Matches,,,,,,
261,Emil Krafth,se SWE,DF,Newcastle Utd,30-177,1994,2.7,100,23,64,30,6,3,100,0,0,,0,,49,167,35,0,1,0,2,1,51,0,Matches,,,,,,
262,Mohammed Kudus,gh GHA,"MF,FW",West Ham,24-177,2000,15.4,678,8,90,274,333,71,678,109,51,46.8,46,42.2,450,2980,1430,59,32,28,36,52,539,134,Matches,,,,,,
263,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24-276,2000,19.7,968,17,100,318,572,124,968,88,31,35.2,49,55.7,616,4865,2678,101,55,31,58,55,675,168,Matches,,,,,,
264,Maxence Lacroix,fr FRA,DF,Crystal Palace,24-295,2000,19.0,1114,183,676,404,41,17,1114,11,8,72.7,1,9.1,619,2902,1382,6,3,0,11,2,680,2,Matches,,,,,,
265,Adam Lallana,eng ENG,MF,Southampton,36-261,1988,3.7,298,18,85,145,69,6,298,12,5,41.7,5,41.7,170,798,350,5,7,0,9,6,234,10,Matches,,,,,,
266,Tariq Lamptey,gh GHA,DF,Brighton,24-118,2000,4.8,276,14,69,125,84,5,276,16,6,37.5,10,62.5,156,1198,582,17,7,1,6,3,156,27,Matches,,,,,,
267,Will Lankshear,eng ENG,FW,Tottenham,19-281,2005,0.1,2,0,0,1,1,0,2,0,0,,0,,2,2,0,0,0,0,1,0,2,1,Matches,,,,,,
268,Roméo Lavia,be BEL,MF,Chelsea,21-020,2004,5.9,336,12,86,201,53,1,336,12,7,58.3,5,41.7,199,919,395,3,8,0,1,6,241,6,Matches,,,,,,
269,Mario Lemina,ga GAB,"MF,DF",Wolves,31-147,1993,15.2,809,92,324,378,119,18,809,16,10,62.5,4,25.0,382,2068,1038,8,12,2,21,11,482,21,Matches,,,,,,
270,Bernd Leno,de GER,GK,Fulham,32-328,1992,22.0,876,688,870,6,0,0,876,0,0,,0,,584,2173,1218,0,0,0,0,0,517,0,Matches,,,,,,
