,Standard,Expected,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
264,Mohammed Kudus,gh GHA,"MF,FW",West Ham,24-181,2000,16.4,3,48,14,29.2,2.93,0.86,0.06,0.21,15.5,0,0,0,4.0,4.0,0.08,-1.0,-1.0,Matches,,,,
265,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24-280,2000,20.7,6,34,14,41.2,1.65,0.68,0.18,0.43,15.0,0,0,0,3.4,3.4,0.10,+2.6,+2.6,Matches,,,,
266,Maxence Lacroix,fr FRA,DF,Crystal Palace,24-299,2000,20.0,1,17,3,17.6,0.85,0.15,0.06,0.33,11.4,0,0,0,1.8,1.8,0.10,-0.8,-0.8,Matches,,,,
267,Adam Lallana,eng ENG,MF,Southampton,36-265,1988,3.7,0,3,0,0.0,0.82,0.00,0.00,,18.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,,,,
268,Tariq Lamptey,gh GHA,DF,Brighton,24-122,2000,4.8,2,4,2,50.0,0.84,0.42,0.50,1.00,18.6,0,0,0,0.3,0.3,0.08,+1.7,+1.7,Matches,,,,
269,Will Lankshear,eng ENG,"FW,MF",Tottenham,19-285,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
270,Roméo Lavia,be BEL,MF,Chelsea,21-024,2004,5.9,0,1,0,0.0,0.17,0.00,0.00,,16.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches,,,,
271,Mario Lemina,ga GAB,"MF,DF",Wolves,31-151,1993,15.2,1,18,5,27.8,1.19,0.33,0.06,0.20,21.9,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches,,,,
272,Bernd Leno,de GER,GK,Fulham,32-332,1992,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
273,Jefferson Lerma,co COL,MF,Crystal Palace,30-097,1994,13.4,0,18,7,38.9,1.35,0.52,0.00,0.00,20.2,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,,,,
274,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-070,2004,15.6,1,9,2,22.2,0.58,0.13,0.11,0.50,17.1,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches,,,,
275,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23-343,2001,20.3,1,19,11,57.9,0.93,0.54,0.05,0.09,18.9,1,0,0,2.3,2.3,0.12,-1.3,-1.3,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
276,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-126,2006,5.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
277,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-171,1999,17.1,1,13,6,46.2,0.76,0.35,0.08,0.17,8.2,0,0,0,1.8,1.8,0.14,-0.8,-0.8,Matches,,,,
278,Pedro Lima,br BRA,DF,Wolves,18-213,2006,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
279,Victor Lindelöf,se SWE,"DF,MF",Manchester Utd,30-197,1994,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
280,Jesper Lindstrøm,dk DEN,FW,Everton,24-336,2000,8.9,0,25,8,32.0,2.82,0.90,0.00,0.00,21.4,6,0,0,1.8,1.8,0.07,-1.8,-1.8,Matches,,,,
281,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-079,2002,17.6,0,2,0,0.0,0.11,0.00,0.00,,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,,,,
282,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-092,1997,8.0,0,6,1,16.7,0.75,0.12,0.00,0.00,13.5,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches,,,,
283,Saša Lukić,rs SRB,MF,Fulham,28-170,1996,15.7,0,9,0,0.0,0.57,0.00,0.00,,20.1,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,,,,
284,Joe Lumley,eng ENG,GK,Southampton,29-350,1995,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
285,Massimo Luongo,au AUS,MF,Ipswich Town,32-127,1992,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
286,Ian Maatsen,nl NED,DF,Aston Villa,22-326,2002,4.6,0,6,2,33.3,1.31,0.44,0.00,0.00,26.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,,,,
287,Alexis Mac Allister,ar ARG,MF,Liverpool,26-037,1998,17.4,1,23,7,30.4,1.32,0.40,0.04,0.14,17.7,0,0,0,1.7,1.7,0.07,-0.7,-0.7,Matches,,,,
288,James Maddison,eng ENG,MF,Tottenham,28-068,1996,14.4,8,35,16,45.7,2.42,1.11,0.23,0.50,16.4,4,0,0,4.9,4.9,0.14,+3.1,+3.1,Matches,,,,
289,Noni Madueke,eng ENG,FW,Chelsea,22-326,2002,15.3,7,63,25,39.7,4.13,1.64,0.11,0.28,14.7,0,0,0,7.5,7.5,0.12,-0.5,-0.5,Matches,,,,
290,Gabriel Magalhães,br BRA,DF,Arsenal,27-042,1997,20.1,3,19,5,26.3,0.95,0.25,0.16,0.60,8.9,0,0,0,2.4,2.4,0.13,+0.6,+0.6,Matches,,,,
291,Edmond-Paris Maghoma,eng ENG,MF,Brentford,23-267,2001,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
292,Harry Maguire,eng ENG,DF,Manchester Utd,31-331,1993,11.1,0,4,1,25.0,0.36,0.09,0.00,0.00,10.7,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches,,,,
293,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19-286,2005,13.5,0,9,1,11.1,0.67,0.07,0.00,0.00,20.5,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,,,,
294,Tyrell Malacia,nl NED,DF,Manchester Utd,25-166,1999,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
295,Donyell Malen,nl NED,FW,Aston Villa,26-021,1999,0.3,0,1,1,100.0,3.60,3.60,0.00,0.00,20.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,,,,
296,Orel Mangala,be BEL,MF,Everton,26-318,1998,14.0,1,16,6,37.5,1.14,0.43,0.06,0.17,22.1,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches,,,,
297,Ryan Manning,ie IRL,DF,Southampton,28-230,1996,8.5,0,3,0,0.0,0.35,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,,,,
298,Solly March,eng ENG,"MF,DF",Brighton,30-194,1994,0.3,0,1,0,0.0,3.60,0.00,0.00,,18.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,,,,
299,Omar Marmoush,eg EGY,FW,Manchester City,25-358,1999,0.8,0,2,0,0.0,2.47,0.00,0.00,,23.7,1,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,,,,
300,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-226,2001,15.2,6,26,13,50.0,1.71,0.86,0.23,0.46,12.5,0,0,0,3.9,3.9,0.15,+2.1,+2.1,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
301,Emiliano Martínez,ar ARG,GK,Aston Villa,32-150,1992,22.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
302,Lisandro Martínez,ar ARG,DF,Manchester Utd,27-012,1998,18.6,2,15,6,40.0,0.81,0.32,0.13,0.33,16.1,0,0,0,1.2,1.2,0.08,+0.8,+0.8,Matches,,,,
303,Pape Matar Sarr,sn SEN,MF,Tottenham,22-138,2002,13.7,1,21,10,47.6,1.53,0.73,0.05,0.10,22.9,0,0,0,2.2,2.2,0.10,-1.2,-1.2,Matches,,,,
304,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-216,1997,19.7,8,43,15,34.9,2.18,0.76,0.14,0.40,15.8,0,2,2,7.8,6.2,0.15,+0.2,-0.2,Matches,,,,
305,Stephy Mavididi,eng ENG,FW,Leicester City,26-244,1998,14.2,3,19,6,31.6,1.34,0.42,0.16,0.50,14.4,1,0,0,1.5,1.5,0.08,+1.5,+1.5,Matches,,,,
306,Konstantinos Mavropanos,gr GRE,DF,West Ham,27-050,1997,15.4,0,12,2,16.7,0.78,0.13,0.00,0.00,15.6,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,,,,
307,Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-077,1997,19.6,0,9,2,22.2,0.46,0.10,0.00,0.00,20.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,,,,
308,Bryan Mbeumo,cm CMR,FW,Brentford,25-176,1999,22.9,14,41,22,53.7,1.79,0.96,0.24,0.45,17.7,3,4,4,7.7,4.5,0.11,+6.3,+5.5,Matches,,,,
309,James Mcatee,eng ENG,"MF,FW",Manchester City,22-104,2002,0.8,1,4,1,25.0,5.14,1.29,0.25,1.00,14.6,0,0,0,0.8,0.8,0.20,+0.2,+0.2,Matches,,,,
310,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-069,2001,4.3,0,6,2,33.3,1.40,0.47,0.00,0.00,15.8,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,,,,
311,Alex McCarthy,eng ENG,GK,Southampton,35-058,1989,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
312,John McGinn,sct SCO,"FW,MF",Aston Villa,30-104,1994,14.1,0,19,2,10.5,1.34,0.14,0.00,0.00,16.6,0,0,0,1.8,1.8,0.10,-1.8,-1.8,Matches,,,,
313,Dwight McNeil,eng ENG,"MF,FW",Everton,25-069,1999,12.7,3,23,8,34.8,1.82,0.63,0.13,0.38,22.0,0,0,0,0.9,0.9,0.04,+2.1,+2.1,Matches,,,,
314,Scott McTominay,sct SCO,MF,Manchester Utd,28-053,1996,0.2,0,1,0,0.0,4.74,0.00,0.00,,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,,,,
315,Ben Mee,eng ENG,DF,Brentford,35-131,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
316,Jayden Meghoma,eng ENG,DF,Brentford,18-216,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
317,Mikel Merino,es ESP,MF,Arsenal,28-222,1996,8.4,2,16,6,37.5,1.89,0.71,0.13,0.33,12.8,0,0,0,2.2,2.2,0.13,-0.2,-0.2,Matches,,,,
318,Nikola Milenković,rs SRB,DF,Nott'ham Forest,27-110,1997,22.0,2,22,5,22.7,1.00,0.23,0.09,0.40,12.4,0,0,0,3.1,3.1,0.14,-1.1,-1.1,Matches,,,,
319,Lewis Miley,eng ENG,MF,Newcastle Utd,18-274,2006,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
320,James Milner,eng ENG,MF,Brighton,39-026,1986,1.9,0,2,0,0.0,1.07,0.00,0.00,,16.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,,,,
321,Tyrone Mings,eng ENG,DF,Aston Villa,31-323,1993,5.2,0,3,0,0.0,0.58,0.00,0.00,,8.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,,,,
322,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-192,2004,8.3,3,14,4,28.6,1.68,0.48,0.21,0.75,15.3,0,0,0,2.1,2.1,0.15,+0.9,+0.9,Matches,,,,
323,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-151,1999,22.3,0,7,2,28.6,0.31,0.09,0.00,0.00,12.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,,,,
324,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-255,1997,20.5,5,39,16,41.0,1.90,0.78,0.13,0.31,14.5,0,0,0,5.1,5.1,0.13,-0.1,-0.1,Matches,,,,
325,Jakub Moder,pl POL,MF,Brighton,25-298,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
326,Mikey Moore,eng ENG,"FW,MF",Tottenham,17-172,2007,1.6,0,3,0,0.0,1.93,0.00,0.00,,19.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,,,,
327,Morato,br BRA,DF,Nott'ham Forest,23-214,2001,4.9,0,1,0,0.0,0.20,0.00,0.00,,7.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,,,,
328,Álex Moreno,es ESP,DF,Nott'ham Forest,31-236,1993,9.0,0,6,0,0.0,0.66,0.00,0.00,,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,,,,
329,Sam Morsy,eg EGY,MF,Ipswich Town,33-142,1991,20.1,1,8,1,12.5,0.40,0.05,0.13,1.00,25.6,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,,,,
330,Yerson Mosquera,co COL,DF,Wolves,23-273,2001,4.9,0,2,0,0.0,0.41,0.00,0.00,,12.4,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches,,,,
331,Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-020,1999,2.7,0,3,2,66.7,1.09,0.73,0.00,0.00,17.3,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches,,,,
332,Divin Mubama,eng ENG,FW,Manchester City,20-097,2004,0.3,0,1,0,0.0,3.21,0.00,0.00,,17.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,,,,
333,Mykhailo Mudryk,ua UKR,FW,Chelsea,24-025,2001,1.7,0,1,1,100.0,0.60,0.60,0.00,0.00,11.6,0,0,0,0.3,0.3,0.25,-0.3,-0.3,Matches,,,,
334,Rodrigo Muniz,br BRA,FW,Fulham,23-271,2001,7.3,3,24,10,41.7,3.30,1.38,0.13,0.30,12.1,0,0,0,3.0,3.0,0.13,0.0,0.0,Matches,,,,
335,Daniel Muñoz,co COL,DF,Crystal Palace,28-249,1996,21.0,2,22,8,36.4,1.05,0.38,0.09,0.25,12.5,0,0,0,3.4,3.4,0.15,-1.4,-1.4,Matches,,,,
336,Arijanet Muric,xk KVX,GK,Ipswich Town,26-084,1998,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
337,Murillo,br BRA,DF,Nott'ham Forest,22-210,2002,21.7,1,18,4,22.2,0.83,0.18,0.06,0.25,24.6,3,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches,,,,
338,Jacob Murphy,eng ENG,FW,Newcastle Utd,29-341,1995,13.9,3,27,9,33.3,1.94,0.65,0.11,0.33,18.9,0,0,0,2.4,2.4,0.09,+0.6,+0.6,Matches,,,,
339,Vitaliy Mykolenko,ua UKR,DF,Everton,25-246,1999,19.3,0,11,0,0.0,0.57,0.00,0.00,,20.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,,,,
340,Iliman Ndiaye,sn SEN,FW,Everton,24-330,2000,19.6,5,22,9,40.9,1.12,0.46,0.18,0.44,16.7,0,1,1,3.1,2.3,0.11,+1.9,+1.7,Matches,,,,
341,Wilfred Ndidi,ng NGA,MF,Leicester City,28-045,1996,13.5,0,12,6,50.0,0.89,0.44,0.00,0.00,13.6,0,0,0,1.4,1.4,0.12,-1.4,-1.4,Matches,,,,
342,Kosta Nedeljković,rs SRB,DF,Aston Villa,19-045,2005,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
343,Reiss Nelson,eng ENG,FW,Arsenal,25-051,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
344,Reiss Nelson,eng ENG,FW,Fulham,25-051,1999,5.4,1,12,6,50.0,2.22,1.11,0.08,0.17,15.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches,,,,
345,Neto,br BRA,GK,Bournemouth,35-195,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
346,Pedro Neto,pt POR,FW,Chelsea,24-327,2000,12.1,1,23,6,26.1,1.90,0.49,0.04,0.17,18.4,0,0,0,0.9,0.9,0.04,+0.1,+0.1,Matches,,,,
347,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,25-245,1999,7.0,0,24,7,29.2,3.44,1.00,0.00,0.00,16.5,0,0,0,1.7,1.7,0.07,-1.7,-1.7,Matches,,,,
348,Christopher Nkunku,fr FRA,FW,Chelsea,27-077,1997,4.8,2,15,6,40.0,3.12,1.25,0.13,0.33,11.8,0,0,0,4.0,4.0,0.26,-2.0,-2.0,Matches,,,,
349,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-156,1998,8.9,0,5,1,20.0,0.56,0.11,0.00,0.00,18.4,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches,,,,
350,Darwin Núñez,uy URU,FW,Liverpool,25-220,1999,8.9,4,25,10,40.0,2.80,1.12,0.16,0.40,14.5,0,0,0,3.4,3.4,0.14,+0.6,+0.6,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
351,Ethan Nwaneri,eng ENG,"MF,FW",Arsenal,17-315,2007,3.2,2,8,3,37.5,2.54,0.95,0.25,0.67,19.4,1,0,0,0.5,0.5,0.07,+1.5,+1.5,Matches,,,,
352,Christian Nørgaard,dk DEN,MF,Brentford,30-326,1994,17.9,2,20,6,30.0,1.12,0.33,0.10,0.33,15.3,0,0,0,2.3,2.3,0.12,-0.3,-0.3,Matches,,,,
353,Jake O'Brien,ie IRL,DF,Everton,23-260,2001,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
354,Matt O'Riley,dk DEN,MF,Brighton,24-070,2000,4.7,1,13,3,23.1,2.77,0.64,0.08,0.33,16.7,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches,,,,
355,Dara O'Shea,ie IRL,DF,Ipswich Town,25-332,1999,19.7,0,13,2,15.4,0.66,0.10,0.00,0.00,11.0,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,,,,
356,Wilson Odobert,fr FRA,FW,Tottenham,20-063,2004,1.8,0,6,0,0.0,3.33,0.00,0.00,,16.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,,,,
357,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-274,1997,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
358,Caleb Okoli,it ITA,DF,Leicester City,23-201,2001,8.9,0,3,1,33.3,0.34,0.11,0.00,0.00,16.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,,,,
359,Robin Olsen,se SWE,GK,Aston Villa,35-022,1990,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
360,Amadou Onana,be BEL,MF,Aston Villa,23-167,2001,11.5,2,14,4,28.6,1.22,0.35,0.14,0.50,13.8,0,0,0,1.8,1.8,0.13,+0.2,+0.2,Matches,,,,
361,André Onana,cm CMR,GK,Manchester Utd,28-303,1996,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
362,Paul Onuachu,ng NGA,FW,Southampton,30-247,1994,5.0,1,16,6,37.5,3.17,1.19,0.06,0.17,10.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches,,,,
363,Frank Onyeka,ng NGA,MF,Brentford,27-029,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
364,Lewis Orford,eng ENG,MF,West Ham,18-347,2006,0.4,0,1,0,0.0,2.57,0.00,0.00,,12.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,,,,
365,Stefan Ortega,de GER,GK,Manchester City,32-085,1992,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
366,William Osula,dk DEN,"FW,MF",Newcastle Utd,21-179,2003,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
367,Dango Ouattara,bf BFA,FW,Bournemouth,22-354,2002,12.8,6,36,13,36.1,2.81,1.02,0.17,0.46,12.7,0,0,0,5.7,5.7,0.16,+0.3,+0.3,Matches,,,,
368,Nico O’Reilly,eng ENG,MF,Manchester City,19-315,2005,0.2,0,1,0,0.0,4.74,0.00,0.00,,31.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,,,,
369,Cole Palmer,eng ENG,MF,Chelsea,22-269,2002,22.3,14,75,31,41.3,3.36,1.39,0.15,0.35,20.0,10,3,3,12.0,9.7,0.13,+2.0,+1.3,Matches,,,,
370,Emerson Palmieri,it ITA,DF,West Ham,30-180,1994,17.3,2,11,6,54.5,0.63,0.35,0.18,0.33,18.5,3,0,0,1.5,1.5,0.14,+0.5,+0.5,Matches,,,,
371,Lucas Paquetá,br BRA,"MF,FW",West Ham,27-156,1997,17.9,4,31,3,9.7,1.73,0.17,0.06,0.67,19.0,2,2,2,4.7,3.2,0.10,-0.7,-1.2,Matches,,,,
372,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-231,1993,19.6,2,17,5,29.4,0.87,0.26,0.12,0.40,18.5,0,0,0,1.5,1.5,0.09,+0.5,+0.5,Matches,,,,
373,Nathan Patterson,sct SCO,"DF,FW",Everton,23-106,2001,1.4,0,1,0,0.0,0.71,0.00,0.00,,16.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,,,,
374,Andreas Pereira,br BRA,MF,Fulham,29-029,1996,13.9,2,25,8,32.0,1.79,0.57,0.08,0.25,22.2,5,0,1,3.0,2.2,0.09,-1.0,-0.2,Matches,,,,
375,Ricardo Pereira,pt POR,DF,Leicester City,31-116,1993,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
376,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-059,1995,9.6,0,7,1,14.3,0.73,0.10,0.00,0.00,23.6,2,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,,,,
377,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,22-357,2002,3.7,0,7,0,0.0,1.90,0.00,0.00,,16.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,,,,
378,Jaden Philogene Bidace,eng ENG,"FW,MF",Ipswich Town,22-357,2002,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
379,Jordan Pickford,eng ENG,GK,Everton,30-329,1994,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
380,Ethan Pinnock,jm JAM,DF,Brentford,31-246,1993,16.0,2,9,6,66.7,0.56,0.37,0.22,0.33,11.2,0,0,0,0.9,0.9,0.10,+1.1,+1.1,Matches,,,,
381,Daniel Podence,pt POR,"MF,FW",Wolves,29-101,1995,0.5,0,1,0,0.0,1.87,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,,,,
382,Alfie Pond,eng ENG,DF,Wolves,20-335,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
383,Nick Pope,eng ENG,GK,Newcastle Utd,32-286,1992,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
384,Pedro Porro,es ESP,DF,Tottenham,25-139,1999,21.1,2,34,8,23.5,1.61,0.38,0.06,0.25,22.7,3,0,0,1.5,1.5,0.04,+0.5,+0.5,Matches,,,,
385,Jarell Quansah,eng ENG,DF,Liverpool,22-001,2003,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
386,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23-109,2001,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
387,Aaron Ramsdale,eng ENG,GK,Southampton,26-261,1998,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
388,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-247,2001,10.6,1,13,4,30.8,1.23,0.38,0.08,0.25,16.4,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches,,,,
389,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-091,1997,10.9,4,16,9,56.3,1.47,0.83,0.25,0.44,16.4,0,0,0,1.7,1.7,0.11,+2.3,+2.3,Matches,,,,
390,David Raya,es ESP,GK,Arsenal,29-137,1995,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
391,Harrison Reed,eng ENG,MF,Fulham,30-003,1995,0.7,0,1,0,0.0,1.48,0.00,0.00,,28.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,,,,
392,Remy Rees-Dottin,eng ENG,FW,Bournemouth,18-330,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
393,Sergio Reguilón,es ESP,DF,Tottenham,28-045,1996,1.4,0,1,0,0.0,0.73,0.00,0.00,,5.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,,,,
394,Bobby Reid,jm JAM,"FW,MF",Leicester City,31-363,1993,4.1,1,5,2,40.0,1.23,0.49,0.20,0.50,25.6,0,0,0,0.7,0.7,0.14,+0.3,+0.3,Matches,,,,
395,Chadi Riad,ma MAR,DF,Crystal Palace,21-227,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
396,Declan Rice,eng ENG,MF,Arsenal,26-016,1999,18.3,1,24,7,29.2,1.31,0.38,0.04,0.14,20.8,0,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches,,,,
397,Chris Richards,us USA,DF,Crystal Palace,24-308,2000,9.9,0,4,3,75.0,0.41,0.30,0.00,0.00,12.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,,,,
