,SCA,SCA Types,GCA,GCA Types,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
157,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,20-328,2004,6.4,17,2.64,10,0,2,1,4,0,3,0.47,2,0,0,1,0,0,Matches,,,,,,
158,João Félix,pt POR,"FW,MF",Chelsea,25-081,1999,4.1,18,4.38,12,0,2,3,1,0,3,0.73,1,0,1,0,1,0,Matches,,,,,,
159,Evan Ferguson,ie IRL,FW,Brighton,20-103,2004,2.5,4,1.59,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
160,Bruno Fernandes,pt POR,MF,Manchester Utd,30-144,1994,20.4,102,5.00,74,16,3,3,5,1,8,0.39,7,1,0,0,0,0,Matches,,,,,,
161,Mateus Fernandes,pt POR,MF,Southampton,20-204,2004,18.3,45,2.46,26,10,3,4,1,1,4,0.22,2,1,0,0,0,1,Matches,,,,,,
162,Enzo Fernández,ar ARG,MF,Chelsea,24-013,2001,17.8,83,4.67,65,9,1,2,1,5,11,0.62,9,2,0,0,0,0,Matches,,,,,,
163,Mark Flekken,nl NED,GK,Brentford,31-231,1993,22.4,4,0.18,1,3,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches,,,,,,
164,Phil Foden,eng ENG,"MF,FW",Manchester City,24-247,2000,14.4,68,4.73,44,15,2,5,2,0,7,0.49,3,1,0,3,0,0,Matches,,,,,,
165,Wesley Fofana,fr FRA,DF,Chelsea,24-044,2000,11.3,11,0.98,9,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
166,Carlos Forbs,pt POR,"MF,FW",Wolves,20-317,2004,2.6,5,1.91,3,0,2,0,0,0,1,0.38,1,0,0,0,0,0,Matches,,,,,,
167,Fraser Forster,eng ENG,GK,Tottenham,36-319,1988,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
168,Ryan Fraser,sct SCO,"FW,DF",Southampton,30-341,1994,3.4,5,1.47,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
169,Niclas Füllkrug,de GER,FW,West Ham,31-356,1993,4.1,11,2.67,10,0,0,1,0,0,1,0.24,0,0,0,1,0,0,Matches,,,,,,
170,Cody Gakpo,nl NED,FW,Liverpool,25-268,1999,13.7,55,4.02,43,0,5,4,2,1,5,0.37,3,0,2,0,0,0,Matches,,,,,,
171,Idrissa Gana Gueye,sn SEN,MF,Everton,35-126,1989,18.5,33,1.78,28,0,0,2,2,1,1,0.05,1,0,0,0,0,0,Matches,,,,,,
172,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,20-213,2004,13.7,39,2.85,30,1,3,3,2,0,2,0.15,1,0,0,1,0,0,Matches,,,,,,
173,James Garner,eng ENG,"DF,MF",Everton,23-323,2001,3.0,5,1.69,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
174,Tyrique George,eng ENG,FW,Chelsea,18-361,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
175,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,25-003,2000,16.7,65,3.90,56,0,2,4,3,0,9,0.54,8,0,0,1,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
176,Billy Gilmour,sct SCO,MF,Brighton,23-233,2001,1.1,3,2.76,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
177,Ben Godfrey,eng ENG,DF,Ipswich Town,27-015,1998,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
178,Martial Godo,eng ENG,FW,Fulham,21-322,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
179,João Gomes,br BRA,MF,Wolves,23-353,2001,20.6,35,1.70,31,1,2,0,0,1,2,0.10,2,0,0,0,0,0,Matches,,,,,,
180,Rodrigo Gomes,pt POR,"DF,FW",Wolves,21-207,2003,6.1,14,2.29,12,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
181,Toti Gomes,pt POR,DF,Wolves,26-014,1999,14.0,9,0.64,9,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches,,,,,,
182,Diego Gómez,py PAR,MF,Brighton,21-309,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
183,Joe Gomez,eng ENG,DF,Liverpool,27-252,1997,5.8,5,0.87,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches,,,,,,
184,Anthony Gordon,eng ENG,FW,Newcastle Utd,23-341,2001,19.6,87,4.44,63,9,7,3,5,0,11,0.56,8,1,1,0,1,0,Matches,,,,,,
185,Ryan Gravenberch,nl NED,MF,Liverpool,22-259,2002,21.1,44,2.09,39,0,2,2,0,1,6,0.29,6,0,0,0,0,0,Matches,,,,,,
186,Archie Gray,eng ENG,DF,Tottenham,18-324,2006,9.7,2,0.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
187,Jack Grealish,eng ENG,"FW,MF",Manchester City,29-142,1995,6.8,40,5.91,35,1,3,0,0,1,2,0.30,1,0,0,0,0,1,Matches,,,,,,
188,Jacob Greaves,eng ENG,DF,Ipswich Town,24-140,2000,13.0,3,0.23,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
189,Brajan Gruda,de GER,"FW,MF",Brighton,20-244,2004,4.1,16,3.91,12,1,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
190,Gonçalo Guedes,pt POR,"MF,FW",Wolves,28-062,1996,6.9,19,2.74,17,0,1,0,1,0,7,1.01,6,0,1,0,0,0,Matches,,,,,,
191,Marc Guéhi,eng ENG,DF,Crystal Palace,24-201,2000,22.0,20,0.91,15,0,0,3,2,0,2,0.09,2,0,0,0,0,0,Matches,,,,,,
192,Luis Guilherme,br BRA,"MF,FW",West Ham,18-356,2006,0.6,4,7.20,1,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
193,Bruno Guimarães,br BRA,MF,Newcastle Utd,27-075,1997,22.2,83,3.74,75,1,2,0,3,2,14,0.63,13,1,0,0,0,0,Matches,,,,,,
194,Marc Guiu,es ESP,FW,Chelsea,19-026,2006,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
195,İlkay Gündoğan,de GER,MF,Manchester City,34-098,1990,14.9,46,3.08,39,3,3,1,0,0,4,0.27,4,0,0,0,0,0,Matches,,,,,,
196,Malo Gusto,fr FRA,DF,Chelsea,21-256,2003,14.1,33,2.33,32,0,0,1,0,0,3,0.21,3,0,0,0,0,0,Matches,,,,,,
197,Joško Gvardiol,hr CRO,DF,Manchester City,23-007,2002,21.5,50,2.33,47,0,2,1,0,0,5,0.23,4,0,1,0,0,0,Matches,,,,,,
198,Erling Haaland,no NOR,FW,Manchester City,24-193,2000,22.6,56,2.48,37,0,8,10,1,0,6,0.27,3,0,2,1,0,0,Matches,,,,,,
199,Lewis Hall,eng ENG,DF,Newcastle Utd,20-144,2004,20.4,54,2.65,39,14,0,0,1,0,4,0.20,3,1,0,0,0,0,Matches,,,,,,
200,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,22-335,2002,1.5,8,5.37,4,0,3,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
201,Marcus Harness,eng ENG,MF,Ipswich Town,28-341,1996,0.5,2,4.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
202,Jack Harrison,eng ENG,FW,Everton,28-071,1996,11.1,23,2.07,17,2,1,1,2,0,2,0.18,1,0,0,0,1,0,Matches,,,,,,
203,Taylor Harwood-Bellis,eng ENG,DF,Southampton,23-000,2002,20.6,28,1.36,23,0,0,3,1,1,2,0.10,1,0,0,1,0,0,Matches,,,,,,
204,Kai Havertz,de GER,"FW,MF",Arsenal,25-233,1999,19.4,40,2.06,33,0,1,6,0,0,2,0.10,1,0,0,1,0,0,Matches,,,,,,
205,Jan Paul van Hecke,nl NED,DF,Brighton,24-236,2000,19.9,41,2.06,37,1,0,3,0,0,3,0.15,3,0,0,0,0,0,Matches,,,,,,
206,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,29-004,1996,6.8,9,1.33,8,0,0,1,0,0,1,0.15,1,0,0,0,0,0,Matches,,,,,,
207,Dean Henderson,eng ENG,GK,Crystal Palace,27-324,1997,23.0,2,0.09,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
208,Rico Henry,eng ENG,DF,Brentford,27-206,1997,0.0,1,22.50,1,0,0,0,0,0,1,22.50,1,0,0,0,0,0,Matches,,,,,,
209,Mads Hermansen,dk DEN,GK,Leicester City,24-203,2000,15.5,2,0.13,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
210,Son Heung-min,kr KOR,FW,Tottenham,32-206,1992,16.6,81,4.88,63,4,10,1,3,0,10,0.60,10,0,0,0,0,0,Matches,,,,,,
211,James Hill,eng ENG,"DF,MF",Bournemouth,23-020,2002,2.0,6,3.03,3,2,0,0,0,1,1,0.51,1,0,0,0,0,0,Matches,,,,,,
212,Jack Hinshelwood,eng ENG,"MF,DF",Brighton,19-294,2005,9.5,20,2.11,14,4,0,1,1,0,2,0.21,2,0,0,0,0,0,Matches,,,,,,
213,George Hirst,eng ENG,FW,Ipswich Town,25-350,1999,2.4,6,2.49,5,0,0,1,0,0,2,0.83,1,0,0,1,0,0,Matches,,,,,,
214,Mason Holgate,eng ENG,"FW,DF",Everton,28-100,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
215,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,24-084,2000,16.9,73,4.31,55,3,9,3,3,0,10,0.59,6,0,2,0,2,0,Matches,,,,,,
216,Will Hughes,eng ENG,MF,Crystal Palace,29-288,1995,14.7,52,3.54,33,12,1,2,4,0,6,0.41,2,3,0,1,0,0,Matches,,,,,,
217,Dean Huijsen,es ESP,DF,Bournemouth,19-291,2005,12.8,25,1.95,22,1,0,1,1,0,2,0.16,2,0,0,0,0,0,Matches,,,,,,
218,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,21-092,2003,19.7,49,2.48,34,0,8,3,2,2,4,0.20,4,0,0,0,0,0,Matches,,,,,,
219,Rasmus Højlund,dk DEN,FW,Manchester Utd,21-361,2003,12.1,21,1.73,14,0,2,2,3,0,1,0.08,0,0,0,0,1,0,Matches,,,,,,
220,Igor,br BRA,DF,Brighton,26-358,1998,10.0,11,1.10,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
221,Danny Ings,eng ENG,"FW,MF",West Ham,32-191,1992,2.9,12,4.11,7,0,1,3,1,0,2,0.68,0,0,0,1,1,0,Matches,,,,,,
222,Tim Iroegbunam,eng ENG,MF,Everton,21-214,2003,4.3,9,2.11,5,0,1,0,1,2,0,0.00,0,0,0,0,0,0,Matches,,,,,,
223,Andy Irving,sct SCO,MF,West Ham,24-262,2000,1.0,4,3.96,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
224,Alexander Isak,se SWE,FW,Newcastle Utd,25-131,1999,19.0,72,3.79,54,1,8,5,2,2,11,0.58,8,0,1,0,1,1,Matches,,,,,,
225,Alex Iwobi,ng NGA,"FW,MF",Fulham,28-272,1996,21.5,95,4.41,81,0,7,5,2,0,12,0.56,10,0,2,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
226,Nicolas Jackson,sn SEN,FW,Chelsea,23-224,2001,18.7,58,3.10,34,0,9,7,7,1,10,0.53,7,0,2,1,0,0,Matches,,,,,,
227,Reece James,eng ENG,DF,Chelsea,25-053,1999,4.7,7,1.49,4,2,0,1,0,0,1,0.21,0,0,0,1,0,0,Matches,,,,,,
228,Vitaly Janelt,de GER,MF,Brentford,26-265,1998,18.4,22,1.20,21,1,0,0,0,0,3,0.16,3,0,0,0,0,0,Matches,,,,,,
229,Vitezslav Jaros,cz CZE,GK,Liverpool,23-191,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
230,Daniel Jebbison,eng ENG,"FW,MF",Bournemouth,21-170,2003,0.5,5,9.37,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
231,Mathias Jensen,dk DEN,MF,Brentford,29-029,1996,7.5,29,3.84,20,8,1,0,0,0,3,0.40,1,1,1,0,0,0,Matches,,,,,,
232,Gabriel Jesus,br BRA,FW,Arsenal,27-302,1997,6.8,18,2.66,10,0,1,5,1,1,4,0.59,1,0,0,3,0,0,Matches,,,,,,
233,Raúl Jiménez,mx MEX,FW,Fulham,33-270,1991,16.1,34,2.11,23,1,0,5,4,1,5,0.31,3,0,0,0,1,1,Matches,,,,,,
234,Kim Jisoo,kr KOR,DF,Brentford,20-037,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
235,João Pedro,br BRA,"FW,MF",Brighton,23-126,2001,14.4,40,2.78,30,0,2,2,6,0,6,0.42,5,0,0,0,1,0,Matches,,,,,,
236,Joelinton,br BRA,"MF,FW",Newcastle Utd,28-169,1996,20.6,44,2.14,35,2,0,4,0,3,5,0.24,5,0,0,0,0,0,Matches,,,,,,
237,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25-006,2000,9.2,14,1.52,7,4,0,1,2,0,3,0.33,2,0,0,1,0,0,Matches,,,,,,
238,Brennan Johnson,wls WAL,FW,Tottenham,23-252,2001,16.6,36,2.17,25,0,5,4,1,1,6,0.36,5,0,1,0,0,0,Matches,,,,,,
239,Sam Johnstone,eng ENG,GK,Wolves,31-311,1993,7.0,2,0.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
240,Curtis Jones,eng ENG,MF,Liverpool,24-000,2001,10.0,22,2.21,21,0,0,0,1,0,4,0.40,3,0,0,0,1,0,Matches,,,,,,
241,Jorginho,it ITA,MF,Arsenal,33-041,1991,5.1,7,1.37,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
242,Diogo Jota,pt POR,FW,Liverpool,28-057,1996,7.0,20,2.87,11,0,4,3,1,1,4,0.57,2,0,1,0,1,0,Matches,,,,,,
243,James Justin,eng ENG,DF,Leicester City,26-342,1998,21.1,25,1.18,15,2,1,3,4,0,1,0.05,1,0,0,0,0,0,Matches,,,,,,
244,Filip Jørgensen,dk DEN,GK,Chelsea,22-289,2002,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
245,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25-115,1999,4.3,13,3.03,11,0,0,0,1,1,2,0.47,2,0,0,0,0,0,Matches,,,,,,
246,Daichi Kamada,jp JPN,MF,Crystal Palace,28-178,1996,9.7,32,3.30,26,3,0,1,0,2,1,0.10,0,1,0,0,0,0,Matches,,,,,,
247,Boubacar Kamara,fr FRA,MF,Aston Villa,25-068,1999,10.5,16,1.52,12,1,1,0,0,2,2,0.19,2,0,0,0,0,0,Matches,,,,,,
248,Michael Keane,eng ENG,DF,Everton,32-019,1993,9.0,6,0.66,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
249,Caoimhín Kelleher,ie IRL,GK,Liverpool,26-068,1998,8.0,3,0.37,3,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches,,,,,,
250,Lloyd Kelly,eng ENG,DF,Newcastle Utd,26-116,1998,3.3,2,0.60,2,0,0,0,0,0,1,0.30,1,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
251,Milos Kerkez,hu HUN,DF,Bournemouth,21-084,2003,22.2,53,2.39,45,3,1,1,1,2,6,0.27,5,0,1,0,0,0,Matches,,,,,,
252,Bilal El Khannouss,ma MAR,MF,Leicester City,20-265,2004,11.2,29,2.60,23,2,3,1,0,0,2,0.18,2,0,0,0,0,0,Matches,,,,,,
253,Abdukodir Khusanov,uz UZB,DF,Manchester City,20-336,2004,0.6,1,1.70,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
254,Max Kilman,eng ENG,DF,West Ham,27-252,1997,22.2,18,0.81,16,0,2,0,0,0,3,0.14,2,0,1,0,0,0,Matches,,,,,,
255,Joshua King,eng ENG,"MF,FW",Fulham,18-027,2007,0.9,4,4.50,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
256,Antonín Kinský,cz CZE,GK,Tottenham,21-323,2003,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
257,Jakub Kiwior,pl POL,DF,Arsenal,24-350,2000,3.6,1,0.28,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
258,Justin Kluivert,nl NED,"MF,FW",Bournemouth,25-270,1999,16.0,58,3.62,49,1,3,2,2,1,9,0.56,8,0,0,0,1,0,Matches,,,,,,
259,Ibrahima Konaté,fr FRA,DF,Liverpool,25-250,1999,14.5,18,1.24,16,0,0,2,0,0,4,0.28,4,0,0,0,0,0,Matches,,,,,,
260,Ezri Konsa,eng ENG,DF,Aston Villa,27-099,1997,20.1,14,0.70,10,2,1,1,0,0,3,0.15,3,0,0,0,0,0,Matches,,,,,,
261,Mateo Kovačić,hr CRO,MF,Manchester City,30-269,1994,16.2,51,3.15,41,0,3,4,2,1,5,0.31,3,0,1,1,0,0,Matches,,,,,,
262,Caleb Kporha,eng ENG,DF,Crystal Palace,18-199,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
263,Emil Krafth,se SWE,DF,Newcastle Utd,30-181,1994,2.7,3,1.12,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
264,Mohammed Kudus,gh GHA,"MF,FW",West Ham,24-181,2000,16.4,68,4.16,47,0,11,7,1,2,2,0.12,2,0,0,0,0,0,Matches,,,,,,
265,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24-280,2000,20.7,113,5.47,85,12,12,1,3,0,9,0.44,7,1,1,0,0,0,Matches,,,,,,
266,Maxence Lacroix,fr FRA,DF,Crystal Palace,24-299,2000,20.0,18,0.90,16,1,0,1,0,0,3,0.15,2,1,0,0,0,0,Matches,,,,,,
267,Adam Lallana,eng ENG,MF,Southampton,36-265,1988,3.7,8,2.18,7,0,0,0,1,0,2,0.54,2,0,0,0,0,0,Matches,,,,,,
268,Tariq Lamptey,gh GHA,DF,Brighton,24-122,2000,4.8,10,2.09,10,0,0,0,0,0,2,0.42,2,0,0,0,0,0,Matches,,,,,,
269,Will Lankshear,eng ENG,"FW,MF",Tottenham,19-285,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
270,Roméo Lavia,be BEL,MF,Chelsea,21-024,2004,5.9,11,1.86,11,0,0,0,0,0,2,0.34,2,0,0,0,0,0,Matches,,,,,,
271,Mario Lemina,ga GAB,"MF,DF",Wolves,31-151,1993,15.2,26,1.71,21,0,2,2,0,1,5,0.33,5,0,0,0,0,0,Matches,,,,,,
272,Bernd Leno,de GER,GK,Fulham,32-332,1992,23.0,3,0.13,3,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches,,,,,,
273,Jefferson Lerma,co COL,MF,Crystal Palace,30-097,1994,13.4,26,1.95,22,3,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches,,,,,,
274,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-070,2004,15.6,26,1.67,25,0,0,0,1,0,2,0.13,2,0,0,0,0,0,Matches,,,,,,
275,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23-343,2001,20.3,40,1.97,29,0,4,2,4,1,6,0.30,5,0,0,0,1,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
276,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-126,2006,5.1,5,0.97,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
277,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-171,1999,17.1,9,0.53,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
278,Pedro Lima,br BRA,DF,Wolves,18-213,2006,0.6,3,4.66,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
279,Victor Lindelöf,se SWE,"DF,MF",Manchester Utd,30-197,1994,0.7,2,2.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
280,Jesper Lindstrøm,dk DEN,FW,Everton,24-336,2000,8.9,36,4.07,23,7,1,2,2,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
281,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-079,2002,17.6,20,1.14,19,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
282,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-092,1997,8.0,14,1.75,12,0,1,1,0,0,2,0.25,1,0,0,1,0,0,Matches,,,,,,
283,Saša Lukić,rs SRB,MF,Fulham,28-170,1996,15.7,27,1.72,19,3,0,3,1,1,2,0.13,1,0,0,1,0,0,Matches,,,,,,
284,Joe Lumley,eng ENG,GK,Southampton,29-350,1995,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
285,Massimo Luongo,au AUS,MF,Ipswich Town,32-127,1992,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
286,Ian Maatsen,nl NED,DF,Aston Villa,22-326,2002,4.6,26,5.68,18,2,2,3,0,1,5,1.09,5,0,0,0,0,0,Matches,,,,,,
287,Alexis Mac Allister,ar ARG,MF,Liverpool,26-037,1998,17.4,77,4.41,61,7,2,4,1,2,8,0.46,7,0,0,1,0,0,Matches,,,,,,
288,James Maddison,eng ENG,MF,Tottenham,28-068,1996,14.4,64,4.44,45,7,4,3,5,0,13,0.90,9,1,2,1,0,0,Matches,,,,,,
289,Noni Madueke,eng ENG,FW,Chelsea,22-326,2002,15.3,54,3.54,37,0,8,5,3,1,8,0.52,5,0,0,1,1,1,Matches,,,,,,
290,Gabriel Magalhães,br BRA,DF,Arsenal,27-042,1997,20.1,25,1.24,21,0,0,3,1,0,4,0.20,2,0,0,1,1,0,Matches,,,,,,
291,Edmond-Paris Maghoma,eng ENG,MF,Brentford,23-267,2001,0.9,2,2.31,2,0,0,0,0,0,1,1.15,1,0,0,0,0,0,Matches,,,,,,
292,Harry Maguire,eng ENG,DF,Manchester Utd,31-331,1993,11.1,10,0.90,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
293,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19-286,2005,13.5,24,1.78,20,0,3,0,1,0,1,0.07,1,0,0,0,0,0,Matches,,,,,,
294,Tyrell Malacia,nl NED,DF,Manchester Utd,25-166,1999,1.1,2,1.80,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
295,Donyell Malen,nl NED,FW,Aston Villa,26-021,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
296,Orel Mangala,be BEL,MF,Everton,26-318,1998,14.0,24,1.72,17,1,2,3,1,0,1,0.07,0,0,0,0,1,0,Matches,,,,,,
297,Ryan Manning,ie IRL,DF,Southampton,28-230,1996,8.5,24,2.83,14,9,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
298,Solly March,eng ENG,"MF,DF",Brighton,30-194,1994,0.3,1,3.60,1,0,0,0,0,0,1,3.60,1,0,0,0,0,0,Matches,,,,,,
299,Omar Marmoush,eg EGY,FW,Manchester City,25-358,1999,0.8,4,4.93,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
300,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-226,2001,15.2,38,2.50,31,1,4,1,1,0,2,0.13,2,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
301,Emiliano Martínez,ar ARG,GK,Aston Villa,32-150,1992,22.5,3,0.13,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
302,Lisandro Martínez,ar ARG,DF,Manchester Utd,27-012,1998,18.6,24,1.29,22,0,0,1,0,1,2,0.11,2,0,0,0,0,0,Matches,,,,,,
303,Pape Matar Sarr,sn SEN,MF,Tottenham,22-138,2002,13.7,28,2.05,23,1,1,2,0,1,6,0.44,4,0,1,1,0,0,Matches,,,,,,
304,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-216,1997,19.7,40,2.03,26,0,2,9,3,0,6,0.30,2,0,2,2,0,0,Matches,,,,,,
305,Stephy Mavididi,eng ENG,FW,Leicester City,26-244,1998,14.2,42,2.96,34,2,4,2,0,0,7,0.49,6,0,1,0,0,0,Matches,,,,,,
306,Konstantinos Mavropanos,gr GRE,DF,West Ham,27-050,1997,15.4,12,0.78,9,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
307,Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-077,1997,19.6,28,1.43,24,0,0,1,2,1,1,0.05,1,0,0,0,0,0,Matches,,,,,,
308,Bryan Mbeumo,cm CMR,FW,Brentford,25-176,1999,22.9,90,3.92,67,12,8,1,2,0,10,0.44,8,0,2,0,0,0,Matches,,,,,,
309,James Mcatee,eng ENG,"MF,FW",Manchester City,22-104,2002,0.8,1,1.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
310,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-069,2001,4.3,12,2.80,11,0,0,0,1,0,1,0.23,1,0,0,0,0,0,Matches,,,,,,
311,Alex McCarthy,eng ENG,GK,Southampton,35-058,1989,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
312,John McGinn,sct SCO,"FW,MF",Aston Villa,30-104,1994,14.1,45,3.18,35,4,0,3,2,1,4,0.28,4,0,0,0,0,0,Matches,,,,,,
313,Dwight McNeil,eng ENG,"MF,FW",Everton,25-069,1999,12.7,60,4.74,33,18,4,2,2,1,6,0.47,3,1,1,0,0,1,Matches,,,,,,
