,SCA,SCA Types,GCA,GCA Types,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
468,Thiago,br BRA,FW,Brentford,23-231,2001,1.5,2,1.36,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
469,Luke Thomas,eng ENG,DF,Leicester City,23-247,2001,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
470,Youri Tielemans,be BEL,MF,Aston Villa,27-281,1997,22.7,78,3.44,46,26,2,2,1,1,7,0.31,4,3,0,0,0,0,Matches,,,,,,
471,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-252,1997,0.2,1,5.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
472,Jurriën Timber,nl NED,DF,Arsenal,23-240,2001,19.5,39,2.00,34,1,2,0,1,1,4,0.21,4,0,0,0,0,0,Matches,,,,,,
473,Jean-Clair Todibo,fr FRA,DF,West Ham,25-044,1999,9.6,4,0.42,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
474,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-177,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
475,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-099,1998,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
476,Sandro Tonali,it ITA,MF,Newcastle Utd,24-280,2000,16.2,39,2.40,26,1,2,3,4,3,5,0.31,5,0,0,0,0,0,Matches,,,,,,
477,Pau Torres,es ESP,DF,Aston Villa,28-027,1997,17.2,11,0.64,8,0,0,3,0,0,2,0.12,1,0,0,1,0,0,Matches,,,,,,
478,Conor Townsend,eng ENG,"DF,MF",Ipswich Town,31-345,1993,0.5,1,1.96,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
479,Adama Traoré,es ESP,FW,Fulham,29-018,1996,12.6,53,4.21,43,0,5,3,0,2,4,0.32,4,0,0,0,0,0,Matches,,,,,,
480,Mark Travers,ie IRL,GK,Bournemouth,25-270,1999,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
481,Ryan Trevitt,eng ENG,MF,Brentford,21-337,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
482,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-146,1990,6.0,21,3.49,13,7,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
483,Leandro Trossard,be BEL,FW,Arsenal,30-070,1994,16.1,56,3.48,45,1,3,4,2,1,5,0.31,5,0,0,0,0,0,Matches,,,,,,
484,Kostas Tsimikas,gr GRE,DF,Liverpool,28-276,1996,3.8,13,3.40,8,5,0,0,0,0,2,0.52,1,1,0,0,0,0,Matches,,,,,,
485,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-090,1997,10.9,8,0.74,6,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
486,Destiny Udogie,it ITA,DF,Tottenham,22-076,2002,15.9,28,1.76,25,0,0,1,0,2,3,0.19,2,0,0,0,0,1,Matches,,,,,,
487,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-307,2001,12.0,20,1.67,15,0,0,1,2,2,0,0.00,0,0,0,0,0,0,Matches,,,,,,
488,Lesley Ugochukwu,fr FRA,MF,Southampton,20-323,2004,8.3,12,1.45,8,0,1,1,2,0,1,0.12,0,0,0,1,0,0,Matches,,,,,,
489,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27-278,1997,3.8,9,2.35,6,0,0,2,1,0,3,0.78,2,0,0,0,1,0,Matches,,,,,,
490,Virgil van Dijk,nl NED,DF,Liverpool,33-219,1991,23.0,27,1.17,22,0,1,1,1,2,4,0.17,4,0,0,0,0,0,Matches,,,,,,
491,Jamie Vardy,eng ENG,FW,Leicester City,38-032,1987,19.7,29,1.47,21,0,3,2,3,0,9,0.46,4,0,2,1,2,0,Matches,,,,,,
492,Renato Veiga,pt POR,"DF,MF",Chelsea,21-198,2003,2.0,1,0.49,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
493,Joël Veltman,nl NED,DF,Brighton,33-028,1992,17.3,22,1.27,15,2,2,1,2,0,1,0.06,0,1,0,0,0,0,Matches,,,,,,
494,Micky van de Ven,nl NED,DF,Tottenham,23-299,2001,8.8,9,1.03,6,0,0,2,1,0,2,0.23,2,0,0,0,0,0,Matches,,,,,,
495,Bart Verbruggen,nl NED,GK,Brighton,22-178,2002,22.0,2,0.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
496,Jannik Vestergaard,dk DEN,DF,Leicester City,32-193,1992,14.0,6,0.43,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
497,Guglielmo Vicario,it ITA,GK,Tottenham,28-128,1996,12.0,3,0.25,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
498,Carlos Vinícius,br BRA,MF,Fulham,29-324,1995,0.0,1,22.50,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
499,Kyle Walker,eng ENG,DF,Manchester City,34-260,1990,10.8,17,1.58,17,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
500,Kyle Walker-Peters,eng ENG,DF,Southampton,27-305,1997,21.8,40,1.84,25,2,6,3,2,2,6,0.28,5,0,1,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
501,Christian Walton,eng ENG,GK,Ipswich Town,29-095,1995,6.0,2,0.33,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
502,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-078,1997,22.0,60,2.72,48,3,5,2,0,2,4,0.18,3,0,0,1,0,0,Matches,,,,,,
503,Danny Ward,wls WAL,GK,Leicester City,31-235,1993,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
504,James Ward-Prowse,eng ENG,MF,West Ham,30-103,1994,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
505,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-103,1994,4.4,10,2.25,6,4,0,0,0,0,2,0.45,1,1,0,0,0,0,Matches,,,,,,
506,Ollie Watkins,eng ENG,FW,Aston Villa,29-044,1995,18.2,39,2.14,25,0,3,6,5,0,8,0.44,4,0,1,1,2,0,Matches,,,,,,
507,Adam Webster,eng ENG,DF,Brighton,30-039,1995,1.9,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
508,Danny Welbeck,eng ENG,FW,Brighton,34-078,1990,15.1,34,2.26,23,1,3,1,6,0,4,0.27,4,0,0,0,0,0,Matches,,,,,,
509,Welington,br BRA,DF,Southampton,23-359,2001,0.9,3,3.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
510,Timo Werner,de GER,"FW,MF",Tottenham,28-343,1996,5.6,18,3.18,14,0,2,1,1,0,3,0.53,3,0,0,0,0,0,Matches,,,,,,
511,Adam Wharton,eng ENG,MF,Crystal Palace,20-255,2004,6.9,26,3.75,20,4,0,1,0,1,1,0.14,1,0,0,0,0,0,Matches,,,,,,
512,Ben White,eng ENG,DF,Arsenal,27-127,1997,7.7,8,1.04,8,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches,,,,,,
513,Mats Wieffer,nl NED,MF,Brighton,25-088,1999,5.2,13,2.48,13,0,0,0,0,0,2,0.38,2,0,0,0,0,0,Matches,,,,,,
514,Neco Williams,wls WAL,DF,Nott'ham Forest,23-305,2001,14.8,25,1.69,18,2,0,4,1,0,3,0.20,2,1,0,0,0,0,Matches,,,,,,
515,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-176,1999,6.9,29,4.18,24,0,2,2,1,0,2,0.29,2,0,0,0,0,0,Matches,,,,,,
516,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-351,1992,0.7,1,1.48,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
517,Harry Wilson,wls WAL,"FW,MF",Fulham,27-327,1997,9.3,30,3.22,21,6,0,1,2,0,3,0.32,2,0,0,0,1,0,Matches,,,,,,
518,Harry Winks,eng ENG,MF,Leicester City,29-010,1996,16.2,35,2.16,27,7,0,1,0,0,3,0.19,2,1,0,0,0,0,Matches,,,,,,
519,Ben Winterburn,eng ENG,MF,Bournemouth,20-161,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
520,Yoane Wissa,cd COD,FW,Brentford,28-162,1996,18.5,40,2.17,27,0,3,4,5,1,6,0.33,6,0,0,0,0,0,Matches,,,,,,
521,Chris Wood,nz NZL,FW,Nott'ham Forest,33-067,1991,21.3,29,1.36,22,0,2,3,0,2,4,0.19,3,0,0,0,0,1,Matches,,,,,,
522,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-257,2002,6.4,3,0.47,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
523,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-114,1998,8.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
524,Yehor Yarmoliuk,ua UKR,"MF,FW",Brentford,20-348,2004,6.9,11,1.59,10,0,1,0,0,0,2,0.29,2,0,0,0,0,0,Matches,,,,,,
525,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-083,1997,16.2,28,1.73,20,0,0,6,1,1,2,0.12,1,0,0,1,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
526,Leny Yoro,fr FRA,DF,Manchester Utd,19-091,2005,6.1,3,0.50,1,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
527,Ashley Young,eng ENG,DF,Everton,39-218,1985,16.5,34,2.06,26,6,0,0,1,1,5,0.30,4,0,0,0,0,1,Matches,,,,,,
528,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-164,2002,24.0,26,1.08,23,1,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches,,,,,,
529,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-059,1996,2.7,6,2.22,5,0,0,1,0,0,1,0.37,1,0,0,0,0,0,Matches,,,,,,
530,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-266,2001,9.8,24,2.45,22,0,0,1,1,0,3,0.31,1,0,0,1,1,0,Matches,,,,,,
531,Martin Ødegaard,no NOR,MF,Arsenal,26-057,1998,14.3,66,4.64,56,6,2,2,0,0,9,0.63,9,0,0,0,0,0,Matches,,,,,,
