,Playing Time,Performance,Expected,Progression,Per 90 Minutes,,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
195,Bruno Guimarães,br BRA,MF,Newcastle Utd,27-088,1997,24,24,"2,088",23.2,2,6,8,2,0,0,3,0,2.2,2.2,5.1,7.3,32,177,55,0.09,0.26,0.34,0.09,0.34,0.10,0.22,0.32,0.10,0.32,Matches,,,,,,,
196,Marc Guiu,es ESP,FW,Chelsea,19-039,2006,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,,,,,,,
197,İlkay Gündoğan,de GER,MF,Manchester City,34-111,1990,21,15,"1,344",14.9,0,1,1,0,0,0,1,0,1.6,1.6,1.9,3.6,37,87,59,0.00,0.07,0.07,0.00,0.07,0.11,0.13,0.24,0.11,0.24,Matches,,,,,,,
198,Malo Gusto,fr FRA,DF,Chelsea,21-269,2003,20,14,"1,302",14.5,0,1,1,0,0,0,3,0,1.5,1.5,0.9,2.4,33,75,64,0.00,0.07,0.07,0.00,0.07,0.10,0.06,0.17,0.10,0.17,Matches,,,,,,,
199,Joško Gvardiol,hr CRO,DF,Manchester City,23-020,2002,23,22,"2,022",22.5,5,0,5,5,0,0,1,0,4.2,3.8,1.5,5.4,56,163,79,0.22,0.00,0.22,0.22,0.22,0.19,0.07,0.25,0.17,0.24,Matches,,,,,,,
200,Erling Haaland,no NOR,FW,Manchester City,24-206,2000,24,24,"2,124",23.6,19,2,21,18,1,2,2,0,18.2,16.6,2.1,18.7,16,15,95,0.81,0.08,0.89,0.76,0.85,0.77,0.09,0.86,0.70,0.79,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
201,Lewis Hall,eng ENG,DF,Newcastle Utd,20-157,2004,24,21,"1,919",21.3,0,3,3,0,0,0,3,0,0.4,0.4,3.6,4.0,37,109,71,0.00,0.14,0.14,0.00,0.14,0.02,0.17,0.19,0.02,0.19,Matches,,,,,,,
202,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,22-348,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0.00,0.00,0.00,0.00,0.00,0.24,0.05,0.28,0.24,0.28,Matches,,,,,,,
203,Marcus Harness,eng ENG,MF,Ipswich Town,28-354,1996,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
204,Jack Harrison,eng ENG,FW,Everton,28-084,1996,19,12,"1,000",11.1,0,0,0,0,0,0,0,0,2.2,2.2,2.0,4.2,24,25,59,0.00,0.00,0.00,0.00,0.00,0.20,0.18,0.38,0.20,0.38,Matches,,,,,,,
205,Taylor Harwood-Bellis,eng ENG,DF,Southampton,23-013,2002,23,22,"1,895",21.1,1,0,1,1,0,0,7,0,1.6,1.6,0.8,2.3,19,92,7,0.05,0.00,0.05,0.05,0.05,0.07,0.04,0.11,0.07,0.11,Matches,,,,,,,
206,Kai Havertz,de GER,"FW,MF",Arsenal,25-246,1999,21,21,"1,839",20.4,9,3,12,9,0,0,4,0,9.4,9.4,2.4,11.8,34,59,110,0.44,0.15,0.59,0.44,0.59,0.46,0.12,0.58,0.46,0.58,Matches,,,,,,,
207,Jan Paul van Hecke,nl NED,DF,Brighton,24-249,2000,22,21,"1,880",20.9,0,1,1,0,0,0,4,0,0.8,0.8,1.0,1.7,39,167,5,0.00,0.05,0.05,0.00,0.05,0.04,0.05,0.08,0.04,0.08,Matches,,,,,,,
208,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,29-017,1996,17,5,620,6.9,2,0,2,2,0,0,0,0,0.8,0.8,0.1,0.9,14,11,38,0.29,0.00,0.29,0.29,0.29,0.12,0.02,0.13,0.12,0.13,Matches,,,,,,,
209,Dean Henderson,eng ENG,GK,Crystal Palace,27-337,1997,24,24,"2,160",24.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
210,Rico Henry,eng ENG,DF,Brentford,27-219,1997,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
211,Mads Hermansen,dk DEN,GK,Leicester City,24-216,2000,17,17,"1,485",16.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
212,Son Heung-min,kr KOR,FW,Tottenham,32-219,1992,21,19,"1,585",17.6,6,7,13,6,0,1,1,0,5.0,4.3,6.1,10.4,68,86,197,0.34,0.40,0.74,0.34,0.74,0.29,0.35,0.63,0.24,0.59,Matches,,,,,,,
213,James Hill,eng ENG,"DF,MF",Bournemouth,23-033,2002,5,3,179,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.3,0,9,5,0.00,0.50,0.50,0.00,0.50,0.00,0.13,0.13,0.00,0.13,Matches,,,,,,,
214,Jack Hinshelwood,eng ENG,"MF,DF",Brighton,19-307,2005,12,11,901,10.0,1,0,1,1,0,0,3,0,0.8,0.8,0.3,1.1,10,36,28,0.10,0.00,0.10,0.10,0.10,0.08,0.03,0.11,0.08,0.11,Matches,,,,,,,
215,George Hirst,eng ENG,FW,Ipswich Town,25-363,1999,12,1,219,2.4,1,1,2,1,0,0,1,0,1.0,1.0,0.3,1.2,3,8,17,0.41,0.41,0.82,0.41,0.82,0.40,0.11,0.50,0.40,0.50,Matches,,,,,,,
216,Mason Holgate,eng ENG,"FW,DF",Everton,28-113,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
217,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,24-097,2000,20,18,"1,525",16.9,3,2,5,3,0,0,1,0,1.9,1.9,2.0,3.9,92,49,133,0.18,0.12,0.30,0.18,0.30,0.11,0.12,0.23,0.11,0.23,Matches,,,,,,,
218,Will Hughes,eng ENG,MF,Crystal Palace,29-301,1995,21,16,"1,410",15.7,0,3,3,0,0,0,8,0,0.8,0.8,1.8,2.6,16,70,21,0.00,0.19,0.19,0.00,0.19,0.05,0.11,0.17,0.05,0.17,Matches,,,,,,,
219,Dean Huijsen,es ESP,DF,Bournemouth,19-304,2005,18,13,"1,244",13.8,2,0,2,2,0,0,5,0,1.5,1.5,0.8,2.3,22,62,3,0.14,0.00,0.14,0.14,0.14,0.11,0.06,0.17,0.11,0.17,Matches,,,,,,,
220,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,21-105,2003,22,22,"1,865",20.7,2,1,3,2,0,0,4,0,1.8,1.8,2.2,3.9,55,53,105,0.10,0.05,0.14,0.10,0.14,0.08,0.10,0.19,0.08,0.19,Matches,,,,,,,
221,Rasmus Højlund,dk DEN,FW,Manchester Utd,22-008,2003,19,13,"1,110",12.3,2,0,2,2,0,0,1,0,2.4,2.4,1.1,3.6,18,12,56,0.16,0.00,0.16,0.16,0.16,0.20,0.09,0.29,0.20,0.29,Matches,,,,,,,
222,Igor,br BRA,DF,Brighton,27-005,1998,12,9,903,10.0,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,44,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,,,,,,,
223,Danny Ings,eng ENG,"FW,MF",West Ham,32-204,1992,14,1,277,3.1,1,2,3,1,0,0,0,0,2.3,2.3,1.3,3.5,6,5,26,0.32,0.65,0.97,0.32,0.97,0.74,0.42,1.15,0.74,1.15,Matches,,,,,,,
224,Tim Iroegbunam,eng ENG,MF,Everton,21-227,2003,7,4,392,4.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,5,11,7,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches,,,,,,,
225,Andy Irving,sct SCO,MF,West Ham,24-275,2000,9,1,165,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0,9,4,0.00,0.00,0.00,0.00,0.00,0.07,0.13,0.19,0.07,0.19,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
226,Alexander Isak,se SWE,FW,Newcastle Utd,25-144,1999,22,22,"1,799",20.0,17,5,22,16,1,1,1,0,14.1,13.4,3.8,17.1,58,58,142,0.85,0.25,1.10,0.80,1.05,0.71,0.19,0.90,0.67,0.86,Matches,,,,,,,
227,Alex Iwobi,ng NGA,"FW,MF",Fulham,28-285,1996,24,24,"2,016",22.4,7,3,10,7,0,0,1,0,3.3,3.3,4.9,8.2,101,151,167,0.31,0.13,0.45,0.31,0.45,0.15,0.22,0.37,0.15,0.37,Matches,,,,,,,
228,Nicolas Jackson,sn SEN,FW,Chelsea,23-237,2001,23,22,"1,736",19.3,9,5,14,9,0,0,5,0,11.4,11.4,4.0,15.4,41,27,94,0.47,0.26,0.73,0.47,0.73,0.59,0.21,0.80,0.59,0.80,Matches,,,,,,,
229,Reece James,eng ENG,DF,Chelsea,25-066,1999,8,6,484,5.4,1,0,1,1,0,0,1,0,0.1,0.1,0.2,0.4,3,29,5,0.19,0.00,0.19,0.19,0.19,0.02,0.04,0.07,0.02,0.07,Matches,,,,,,,
230,Vitaly Janelt,de GER,MF,Brentford,26-278,1998,23,20,"1,718",19.1,1,3,4,1,0,0,3,0,0.6,0.6,2.2,2.8,11,62,29,0.05,0.16,0.21,0.05,0.21,0.03,0.11,0.15,0.03,0.15,Matches,,,,,,,
231,Vitezslav Jaros,cz CZE,GK,Liverpool,23-204,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
232,Daniel Jebbison,eng ENG,"FW,MF",Bournemouth,21-183,2003,6,0,59,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,1,7,0.00,0.00,0.00,0.00,0.00,0.31,0.30,0.62,0.31,0.62,Matches,,,,,,,
233,Mathias Jensen,dk DEN,MF,Brentford,29-042,1996,14,8,704,7.8,0,1,1,0,0,0,1,0,0.2,0.2,1.4,1.7,6,48,21,0.00,0.13,0.13,0.00,0.13,0.03,0.18,0.21,0.03,0.21,Matches,,,,,,,
234,Gabriel Jesus,br BRA,FW,Arsenal,27-315,1997,17,6,608,6.8,3,0,3,3,0,0,4,0,3.0,3.0,0.7,3.7,15,19,57,0.44,0.00,0.44,0.44,0.44,0.44,0.10,0.54,0.44,0.54,Matches,,,,,,,
235,Raúl Jiménez,mx MEX,FW,Fulham,33-283,1991,24,19,"1,522",16.9,9,2,11,6,3,3,3,0,8.6,6.3,2.4,8.7,25,33,81,0.53,0.12,0.65,0.35,0.47,0.51,0.14,0.65,0.37,0.51,Matches,,,,,,,
236,Kim Jisoo,kr KOR,DF,Brentford,20-050,2004,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
237,João Pedro,br BRA,"FW,MF",Brighton,23-139,2001,18,16,"1,340",14.9,5,5,10,4,1,1,3,0,4.0,3.2,2.6,5.8,51,51,94,0.34,0.34,0.67,0.27,0.60,0.27,0.18,0.44,0.21,0.39,Matches,,,,,,,
238,Joelinton,br BRA,"MF,FW",Newcastle Utd,28-182,1996,23,23,"1,914",21.3,4,1,5,4,0,0,9,0,3.7,3.7,1.6,5.2,33,98,96,0.19,0.05,0.24,0.19,0.24,0.17,0.07,0.25,0.17,0.25,Matches,,,,,,,
239,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25-019,2000,14,8,828,9.2,0,1,1,0,0,0,2,0,0.4,0.4,0.6,1.0,10,17,18,0.00,0.11,0.11,0.00,0.11,0.04,0.07,0.11,0.04,0.11,Matches,,,,,,,
240,Brennan Johnson,wls WAL,FW,Tottenham,23-265,2001,21,16,"1,492",16.6,7,2,9,7,0,0,3,0,8.0,8.0,1.3,9.3,46,50,153,0.42,0.12,0.54,0.42,0.54,0.48,0.08,0.56,0.48,0.56,Matches,,,,,,,
241,Sam Johnstone,eng ENG,GK,Wolves,31-324,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
242,Curtis Jones,eng ENG,MF,Liverpool,24-013,2001,19,10,926,10.3,3,3,6,3,0,0,1,0,3.3,3.3,0.4,3.7,12,59,49,0.29,0.29,0.58,0.29,0.58,0.32,0.04,0.36,0.32,0.36,Matches,,,,,,,
243,Jorginho,it ITA,MF,Arsenal,33-054,1991,10,6,459,5.1,0,0,0,0,0,0,3,0,0.0,0.0,0.4,0.5,8,32,2,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Matches,,,,,,,
244,Diogo Jota,pt POR,FW,Liverpool,28-070,1996,13,7,629,7.0,5,2,7,5,0,0,1,0,4.9,4.9,1.1,6.0,24,18,54,0.72,0.29,1.00,0.72,1.00,0.70,0.16,0.86,0.70,0.86,Matches,,,,,,,
245,James Justin,eng ENG,DF,Leicester City,26-355,1998,23,23,"1,977",22.0,2,1,3,2,0,0,3,0,1.4,1.4,0.5,1.9,31,57,64,0.09,0.05,0.14,0.09,0.14,0.06,0.02,0.09,0.06,0.09,Matches,,,,,,,
246,Filip Jørgensen,dk DEN,GK,Chelsea,22-302,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
247,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25-128,1999,6,5,385,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.00,0.23,0.23,0.23,0.10,0.04,0.14,0.10,0.14,Matches,,,,,,,
248,Daichi Kamada,jp JPN,MF,Crystal Palace,28-191,1996,20,10,933,10.4,0,0,0,0,0,0,2,1,0.7,0.7,1.0,1.7,16,56,38,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.17,0.07,0.17,Matches,,,,,,,
249,Boubacar Kamara,fr FRA,MF,Aston Villa,25-081,1999,15,12,"1,036",11.5,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.5,11,57,3,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Matches,,,,,,,
250,Michael Kayode,it ITA,DF,Brentford,20-217,2004,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.90,0.00,0.90,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
251,Michael Keane,eng ENG,DF,Everton,32-032,1993,10,9,813,9.0,2,0,2,2,0,0,4,0,0.4,0.4,0.1,0.5,1,12,3,0.22,0.00,0.22,0.22,0.22,0.05,0.01,0.06,0.05,0.06,Matches,,,,,,,
252,Caoimhín Kelleher,ie IRL,GK,Liverpool,26-081,1998,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
253,Lloyd Kelly,eng ENG,DF,Newcastle Utd,26-129,1998,10,4,303,3.4,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.9,0,9,5,0.00,0.30,0.30,0.00,0.30,0.12,0.14,0.26,0.12,0.26,Matches,,,,,,,
254,Milos Kerkez,hu HUN,DF,Bournemouth,21-097,2003,24,24,"2,087",23.2,2,3,5,2,0,0,3,0,0.4,0.4,2.9,3.2,60,107,115,0.09,0.13,0.22,0.09,0.22,0.02,0.12,0.14,0.02,0.14,Matches,,,,,,,
255,Bilal El Khannouss,ma MAR,MF,Leicester City,20-278,2004,19,14,"1,095",12.2,2,1,3,2,0,0,1,0,0.5,0.5,1.8,2.3,29,63,41,0.16,0.08,0.25,0.16,0.25,0.04,0.15,0.19,0.04,0.19,Matches,,,,,,,
256,Abdukodir Khusanov,uz UZB,DF,Manchester City,20-349,2004,1,1,53,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,,
257,Max Kilman,eng ENG,DF,West Ham,27-265,1997,24,24,"2,088",23.2,0,1,1,0,0,0,3,0,1.4,1.4,0.9,2.3,20,89,3,0.00,0.04,0.04,0.00,0.04,0.06,0.04,0.10,0.06,0.10,Matches,,,,,,,
258,Joshua King,eng ENG,"MF,FW",Fulham,18-040,2007,5,1,80,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,1,4,9,0.00,0.00,0.00,0.00,0.00,0.22,0.48,0.70,0.22,0.70,Matches,,,,,,,
259,Antonín Kinský,cz CZE,GK,Tottenham,21-336,2003,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,,,,,,,
260,Jakub Kiwior,pl POL,DF,Arsenal,24-363,2000,8,2,327,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,,,,,,,
261,Justin Kluivert,nl NED,"MF,FW",Bournemouth,25-283,1999,23,19,"1,530",17.0,11,4,15,5,6,6,6,0,8.8,4.1,3.0,7.1,47,64,104,0.65,0.24,0.88,0.29,0.53,0.52,0.18,0.70,0.24,0.42,Matches,,,,,,,
262,Ibrahima Konaté,fr FRA,DF,Liverpool,25-263,1999,17,16,"1,399",15.5,1,2,3,1,0,0,4,0,1.0,1.0,0.8,1.8,16,69,1,0.06,0.13,0.19,0.06,0.19,0.06,0.05,0.11,0.06,0.11,Matches,,,,,,,
263,Ezri Konsa,eng ENG,DF,Aston Villa,27-112,1997,22,22,"1,901",21.1,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,14,56,11,0.05,0.00,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,Matches,,,,,,,
264,Mateo Kovačić,hr CRO,MF,Manchester City,30-282,1994,20,18,"1,545",17.2,4,1,5,4,0,0,5,0,1.4,1.4,3.4,4.8,43,109,14,0.23,0.06,0.29,0.23,0.29,0.08,0.20,0.28,0.08,0.28,Matches,,,,,,,
265,Caleb Kporha,eng ENG,DF,Crystal Palace,18-212,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
266,Emil Krafth,se SWE,DF,Newcastle Utd,30-194,1994,3,2,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches,,,,,,,
267,Mohammed Kudus,gh GHA,"MF,FW",West Ham,24-194,2000,19,19,"1,563",17.4,3,1,4,3,0,0,0,1,4.8,4.8,2.0,6.7,61,48,141,0.17,0.06,0.23,0.17,0.23,0.28,0.11,0.39,0.28,0.39,Matches,,,,,,,
268,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24-293,2000,24,22,"1,950",21.7,6,4,10,6,0,0,3,0,3.7,3.7,5.7,9.4,110,106,184,0.28,0.18,0.46,0.28,0.46,0.17,0.26,0.43,0.17,0.43,Matches,,,,,,,
269,Maxence Lacroix,fr FRA,DF,Crystal Palace,24-312,2000,21,21,"1,890",21.0,1,1,2,1,0,0,4,0,1.8,1.8,0.3,2.1,7,47,2,0.05,0.05,0.10,0.05,0.10,0.09,0.01,0.10,0.09,0.10,Matches,,,,,,,
270,Adam Lallana,eng ENG,MF,Southampton,36-278,1988,13,5,341,3.8,0,2,2,0,0,0,4,0,0.2,0.2,0.9,1.1,5,23,10,0.00,0.53,0.53,0.00,0.53,0.04,0.24,0.28,0.04,0.28,Matches,,,,,,,
271,Tariq Lamptey,gh GHA,DF,Brighton,24-135,2000,10,6,519,5.8,2,2,4,2,0,0,0,0,0.4,0.4,0.4,0.8,21,10,34,0.35,0.35,0.69,0.35,0.69,0.06,0.08,0.14,0.06,0.14,Matches,,,,,,,
272,Will Lankshear,eng ENG,"FW,MF",Tottenham,19-298,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
273,Roméo Lavia,be BEL,MF,Chelsea,21-037,2004,10,8,532,5.9,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,3,17,6,0.00,0.17,0.17,0.00,0.17,0.03,0.12,0.15,0.03,0.15,Matches,,,,,,,
274,Mario Lemina,ga GAB,"MF,DF",Wolves,31-164,1993,17,15,"1,364",15.2,1,3,4,1,0,0,4,0,1.4,1.4,1.1,2.5,8,48,21,0.07,0.20,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17,Matches,,,,,,,
275,Bernd Leno,de GER,GK,Fulham,32-345,1992,24,24,"2,160",24.0,0,1,1,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
276,Jefferson Lerma,co COL,MF,Crystal Palace,30-110,1994,19,15,"1,293",14.4,0,0,0,0,0,0,4,0,0.8,0.8,1.4,2.1,8,66,23,0.00,0.00,0.00,0.00,0.00,0.05,0.09,0.15,0.05,0.15,Matches,,,,,,,
277,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-083,2004,19,16,"1,402",15.6,1,2,3,1,0,0,5,1,1.2,1.2,0.3,1.5,32,80,57,0.06,0.13,0.19,0.06,0.19,0.07,0.02,0.10,0.07,0.10,Matches,,,,,,,
278,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23-356,2001,24,22,"1,919",21.3,1,2,3,1,0,0,4,0,2.3,2.3,1.5,3.8,66,60,108,0.05,0.09,0.14,0.05,0.14,0.11,0.07,0.18,0.11,0.18,Matches,,,,,,,
279,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-139,2006,10,7,551,6.1,1,0,1,1,0,0,2,1,0.0,0.0,0.1,0.2,11,27,14,0.16,0.00,0.16,0.16,0.16,0.01,0.02,0.03,0.01,0.03,Matches,,,,,,,
280,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-184,1999,22,18,"1,549",17.2,1,0,1,1,0,0,3,0,1.8,1.8,0.3,2.1,4,37,4,0.06,0.00,0.06,0.06,0.06,0.10,0.02,0.12,0.10,0.12,Matches,,,,,,,
281,Pedro Lima,br BRA,DF,Wolves,18-226,2006,1,1,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,8,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches,,,,,,,
282,Victor Lindelöf,se SWE,"DF,MF",Manchester Utd,30-210,1994,5,0,63,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,,,,,,,
283,Jesper Lindstrøm,dk DEN,FW,Everton,24-349,2000,19,10,873,9.7,0,0,0,0,0,0,1,0,2.0,2.0,1.6,3.6,24,15,57,0.00,0.00,0.00,0.00,0.00,0.21,0.17,0.37,0.21,0.37,Matches,,,,,,,
284,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-092,2002,23,19,"1,647",18.3,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,44,84,60,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches,,,,,,,
285,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-105,1997,18,8,721,8.0,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,38,20,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches,,,,,,,
286,Saša Lukić,rs SRB,MF,Fulham,28-183,1996,19,18,"1,500",16.7,0,2,2,0,0,0,9,0,0.7,0.7,2.1,2.8,28,61,16,0.00,0.12,0.12,0.00,0.12,0.04,0.13,0.17,0.04,0.17,Matches,,,,,,,
287,Joe Lumley,eng ENG,GK,Southampton,29-363,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
288,Massimo Luongo,au AUS,MF,Ipswich Town,32-140,1992,6,2,170,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
289,Ian Maatsen,nl NED,DF,Aston Villa,22-339,2002,18,3,456,5.1,0,1,1,0,0,0,2,0,0.2,0.2,1.5,1.7,13,17,45,0.00,0.20,0.20,0.00,0.20,0.03,0.30,0.34,0.03,0.34,Matches,,,,,,,
290,Alexis Mac Allister,ar ARG,MF,Liverpool,26-050,1998,22,20,"1,630",18.1,1,3,4,1,0,0,6,0,1.9,1.9,3.4,5.3,23,121,53,0.06,0.17,0.22,0.06,0.22,0.10,0.19,0.29,0.10,0.29,Matches,,,,,,,
291,James Maddison,eng ENG,MF,Tottenham,28-081,1996,22,15,"1,300",14.4,8,4,12,8,0,0,4,0,4.9,4.9,2.7,7.6,34,118,69,0.55,0.28,0.83,0.55,0.83,0.34,0.18,0.53,0.34,0.53,Matches,,,,,,,
